,Date_UTC,Time_UTC,Date_Local,Time_Local,Time_Since_Previous_Report,Voyage_Number,Voyage_From,Voyage_To,Event,Cargo_Mt,Cargo_Capacity_Usage,Distance,Mode,ME_1_Average_Load,Latitude_Degree,Latitude_North_South,Longitude_Degree,Longitude_East_West,Boiler_Consumption,Boiler_Consumption_MGO,Boiler_Consumption_HFO,ME_Consumption,ME_Consumption_MGO,ME_Consumption_HFO,AE_Consumption_MGO,AE_Consumption_HFO,ME_calculated_SFOC,ME_1_Running_Hours,AE_calculated_SFOC,CO2_Emitted,NOX_Emitted,SOX_Emitted,IMO
11,2018-01-11,12:00,2018-01-11,12:00,24.0,1503,USGLS,SGSIN,NoonSea,260132.25,0.8691,327.0,Sailing,17390.0,24.0,South,2.0,West,0.1,0.0,0.1,79.1,0.0,79.1,0.0,2.9,178.8758,24.0,235.9532,255.6594,7.1494,5.2544,vessel_3
12,2018-01-12,12:00,2018-01-12,12:00,24.0,1503,USGLS,SGSIN,NoonSea,260132.25,0.8691,323.0,Sailing,17533.0,27.0,South,2.0,East,0.1,0.0,0.1,79.3,0.0,79.3,0.0,2.9,177.8654,24.0,221.4447,256.2822,7.1669,5.2672,vessel_3
13,2018-01-13,11:00,2018-01-13,12:00,23.0,1503,USGLS,SGSIN,NoonSea,260132.25,0.8691,309.0,Sailing,17622.0,29.0,South,7.0,East,0.1,0.0,0.1,76.5,0.0,76.5,0.0,2.8,178.1411,23.0,223.9556,247.2516,6.9141,5.0816,vessel_3
14,2018-01-14,11:00,2018-01-14,12:00,24.0,1503,USGLS,SGSIN,NoonSea,260132.25,0.8691,327.0,Sailing,17533.0,32.0,South,12.0,East,0.1,0.0,0.1,79.7,0.0,79.7,0.0,2.9,178.7626,24.0,228.0881,257.5278,7.2018,5.2928,vessel_3
15,2018-01-15,11:00,2018-01-15,12:00,24.0,1503,USGLS,SGSIN,NoonSea,260132.25,0.8691,304.0,Sailing,17715.0,34.0,South,18.0,East,0.1,0.0,0.1,79.6,0.0,79.6,0.0,2.9,176.704,24.0,258.1155,257.2164,7.193,5.2864,vessel_3
16,2018-01-16,10:00,2018-01-16,12:00,23.0,1503,USGLS,SGSIN,NoonSea,260132.25,0.8691,287.0,Sailing,17300.0,34.0,South,23.0,East,0.1,0.0,0.1,75.5,0.0,75.5,0.0,2.9,179.0848,23.0,218.4403,244.449,6.8356,5.024,vessel_3
17,2018-01-17,10:00,2018-01-17,12:00,24.0,1503,USGLS,SGSIN,NoonSea,260132.25,0.8691,196.0,Sailing,8667.0,34.0,South,27.0,East,0.2,0.0,0.2,48.0,0.0,48.0,0.0,3.7,217.7946,24.0,252.868,161.6166,4.5086,3.3216,vessel_3
18,2018-01-18,10:00,2018-01-18,12:00,24.0,1503,USGLS,SGSIN,NoonSea,260132.25,0.8691,222.0,Sailing,8616.0,33.0,South,32.0,East,0.2,0.0,0.2,44.2,0.0,44.2,0.0,4.0,201.7396,24.0,191.3651,150.7176,4.2035,3.0976,vessel_3
20,2018-01-19,10:00,2018-01-19,12:00,24.0,1503,USGLS,SGSIN,NoonSea,260132.25,0.8691,249.0,Sailing,10000.0,32.0,South,36.0,East,0.1,0.0,0.1,49.9,0.0,49.9,0.0,3.1,196.2344,24.0,205.6092,165.3534,4.6212,3.3984,vessel_3
22,2018-01-20,09:00,2018-01-20,12:00,23.0,1503,USGLS,SGSIN,NoonSea,260132.25,0.8691,238.0,Sailing,11082.0,30.0,South,40.0,East,0.0,0.1,0.0,53.7,0.0,53.7,0.0,2.8,198.8447,23.0,195.4064,176.2616,4.9257,3.6162,vessel_3
24,2018-01-21,09:00,2018-01-21,12:00,24.0,1503,USGLS,SGSIN,NoonSea,260132.25,0.8691,245.0,Sailing,15262.0,28.0,South,44.0,East,0.1,0.0,0.1,74.6,0.0,74.6,0.0,2.9,192.2215,24.0,180.4137,241.6464,6.7571,4.9664,vessel_3
26,2018-01-22,09:00,2018-01-22,12:00,24.0,1503,USGLS,SGSIN,NoonSea,260132.25,0.8691,270.0,Sailing,16778.0,26.0,South,49.0,East,0.1,0.0,0.1,76.7,0.0,76.7,0.0,3.1,179.7752,24.0,187.5525,248.8086,6.9577,5.1136,vessel_3
28,2018-01-23,08:00,2018-01-23,12:00,23.0,1503,USGLS,SGSIN,NoonSea,260132.25,0.8691,279.0,Sailing,17525.0,23.0,South,53.0,East,0.1,0.0,0.1,76.2,0.0,76.2,0.0,3.0,178.4247,23.0,186.5242,246.9402,6.9053,5.0752,vessel_3
30,2018-01-24,08:00,2018-01-24,12:00,24.0,1503,USGLS,SGSIN,NoonSea,260132.25,0.8691,306.0,Sailing,18333.0,21.0,South,58.0,East,0.1,0.0,0.1,79.4,0.0,79.4,0.0,3.0,170.3184,24.0,243.0419,256.905,7.1843,5.28,vessel_3
32,2018-01-25,08:00,2018-01-25,12:00,24.0,1503,USGLS,SGSIN,NoonSea,260132.25,0.8691,304.0,Sailing,17824.0,18.0,South,62.0,East,0.1,0.0,0.1,78.8,0.0,78.8,0.0,3.1,173.8584,24.0,219.9864,255.348,7.1407,5.248,vessel_3
34,2018-01-26,07:00,2018-01-26,12:00,23.0,1503,USGLS,SGSIN,NoonSea,260132.25,0.8691,288.0,Sailing,17761.0,16.0,South,67.0,East,0.1,0.0,0.1,75.1,0.0,75.1,0.0,2.9,173.5124,23.0,228.8509,243.2034,6.8007,4.9984,vessel_3
36,2018-01-27,07:00,2018-01-27,12:00,24.0,1503,USGLS,SGSIN,NoonSea,260132.25,0.8691,311.0,Sailing,18033.0,13.0,South,71.0,East,0.1,0.0,0.1,78.8,0.0,78.8,0.0,3.0,171.8434,24.0,214.5029,255.0366,7.132,5.2416,vessel_3
38,2018-01-28,07:00,2018-01-28,12:00,24.0,1503,USGLS,SGSIN,NoonSea,260132.25,0.8691,321.0,Sailing,17601.0,10.0,South,76.0,East,0.0,0.1,0.0,77.0,0.0,77.0,0.0,3.0,172.0394,24.0,193.0877,249.4406,6.9744,5.1202,vessel_3
40,2018-01-29,07:00,2018-01-29,12:00,24.0,1503,USGLS,SGSIN,NoonSea,260132.25,0.8691,321.0,Sailing,17658.0,7.0,South,80.0,East,0.1,0.0,0.1,77.5,0.0,77.5,0.0,3.0,172.5976,24.0,178.7524,250.9884,7.0187,5.1584,vessel_3
42,2018-01-30,06:00,2018-01-30,12:00,23.0,1503,USGLS,SGSIN,NoonSea,260132.25,0.8691,313.0,Sailing,17601.0,3.0,South,84.0,East,0.1,0.0,0.1,73.6,0.0,73.6,0.0,2.8,171.5926,23.0,208.9072,238.221,6.6612,4.896,vessel_3
44,2018-01-31,06:00,2018-01-31,12:00,24.0,1503,USGLS,SGSIN,NoonSea,260132.25,0.8691,327.0,Sailing,17617.0,0.0,North,88.0,East,0.1,0.0,0.1,77.5,0.0,77.5,0.0,3.0,172.9993,24.0,272.2537,250.9884,7.0187,5.1584,vessel_3
46,2018-02-01,05:00,2018-02-01,12:00,23.0,1503,USGLS,SGSIN,NoonSea,260132.25,0.8691,307.0,Sailing,17617.0,3.0,North,92.0,East,0.1,0.0,0.1,74.1,0.0,74.1,0.0,2.9,172.6014,23.0,263.1785,240.0894,6.7135,4.9344,vessel_3
48,2018-02-02,05:00,2018-02-02,12:00,24.0,1503,USGLS,SGSIN,NoonSea,260132.25,0.8691,318.0,Sailing,17600.0,6.0,North,96.0,East,0.1,0.0,0.1,77.3,0.0,77.3,0.0,3.1,172.7195,24.0,221.653,250.677,7.01,5.152,vessel_3
50,2018-02-03,04:00,2018-02-03,12:00,23.0,1503,USGLS,SGSIN,NoonSea,260132.25,0.8691,299.0,Sailing,17300.0,3.0,North,100.0,East,0.1,0.0,0.1,73.9,0.0,73.9,0.0,3.0,175.2897,23.0,220.861,239.778,6.7048,4.928,vessel_3
52,2018-02-03,07:30,2018-02-03,15:30,3.5,1503,USGLS,SGSIN,EndOfSeaPassage,260132.25,0.8691,46.0,Sailing,14100.0,3.0,North,100.0,East,0.0,0.0,0.0,10.2,0.0,10.2,0.0,0.4,195.0737,3.5,179.7738,33.0084,0.9241,0.6784,vessel_3
53,2018-02-04,04:00,2018-02-04,12:00,20.5,1503,USGLS,SGSIN,NoonRiver,260132.25,0.8691,198.0,Maneuvering,13500.0,1.0,North,103.0,East,0.0,0.0,0.0,52.1,0.0,52.1,0.0,3.1,177.6789,20.5,201.586,172.2042,4.8123,3.5392,vessel_3
54,2018-02-04,07:24,2018-02-04,15:24,3.4,1503,SGSIN,CNTAO,Arrival,260132.25,0.8691,21.0,Maneuvering,9500.0,1.0,North,103.0,East,0.3,0.0,0.3,4.5,0.0,4.5,0.0,0.6,131.4909,3.4,210.8293,16.8156,0.4467,0.3456,vessel_3
57,2018-02-06,00:00,2018-02-06,08:00,3.3,1503,SGSIN,CNTAO,BeginOfSeaPassage,260132.25,0.8691,21.0,Maneuvering,5555.1515,1.0,North,103.0,East,0.3,0.0,0.3,4.4,0.0,4.4,0.0,0.7,226.5315,3.3,270.5442,16.8156,0.4467,0.3456,vessel_3
58,2018-02-06,04:00,2018-02-06,12:00,4.0,1503,SGSIN,CNTAO,NoonSea,260132.25,0.8691,48.0,Sailing,17480.0,1.0,North,104.0,East,0.0,0.0,0.0,12.9,0.0,12.9,0.0,0.6,174.1302,4.0,267.1168,42.039,1.1769,0.864,vessel_3
59,2018-02-07,04:00,2018-02-07,12:00,24.0,1503,SGSIN,CNTAO,NoonSea,260132.25,0.8691,295.0,Sailing,18500.0,5.0,North,107.0,East,0.1,0.0,0.1,81.3,0.0,81.3,0.0,3.0,172.8198,24.0,213.0503,262.8216,7.35,5.4016,vessel_3
60,2018-02-08,04:00,2018-02-08,12:00,24.0,1503,SGSIN,CNTAO,NoonSea,260132.25,0.8691,292.0,Sailing,18200.0,9.0,North,110.0,East,0.1,0.0,0.1,80.1,0.0,80.1,0.0,3.0,173.0755,24.0,214.5029,259.0848,7.2453,5.3248,vessel_3
62,2018-02-09,04:00,2018-02-09,12:00,24.0,1503,SGSIN,CNTAO,NoonSea,260132.25,0.8691,306.0,Sailing,18500.0,13.0,North,113.0,East,0.1,0.0,0.1,58.0,0.0,79.8,0.0,2.9,169.8612,24.0,207.3528,257.8392,7.2105,4.8763,vessel_3
64,2018-02-10,04:00,2018-02-10,12:00,24.0,1503,SGSIN,CNTAO,NoonSea,260132.25,0.8691,318.0,Sailing,18090.0,17.0,North,117.0,East,1.0,0.1,1.0,78.1,0.0,78.1,0.0,3.3,170.6228,24.0,203.7786,256.9142,7.1033,3.6752,vessel_3
66,2018-02-11,04:00,2018-02-11,12:00,24.0,1503,SGSIN,CNTAO,NoonSea,260132.25,0.8691,296.0,Sailing,17800.0,21.0,North,121.0,East,0.1,0.0,0.1,77.4,0.0,77.4,0.0,3.0,171.8484,24.0,197.6035,250.677,7.01,3.5903,vessel_3
68,2018-02-12,04:00,2018-02-12,12:00,24.0,1503,SGSIN,CNTAO,NoonSea,260132.25,0.8691,289.0,Sailing,17300.0,24.0,North,123.0,East,0.1,0.0,0.1,77.2,0.0,77.2,0.0,2.7,176.3582,24.0,194.0107,249.12,6.9664,3.568,vessel_3
70,2018-02-13,04:00,2018-02-13,12:00,24.0,1503,SGSIN,CNTAO,NoonSea,260132.25,0.8691,307.0,Sailing,17450.0,29.0,North,126.0,East,0.2,0.0,0.2,76.5,0.0,76.5,0.0,2.7,173.2569,24.0,194.0107,247.2516,6.906,3.5412,vessel_3
72,2018-02-14,04:00,2018-02-14,12:00,24.0,1503,SGSIN,CNTAO,NoonSea,260132.25,0.8691,322.0,Sailing,17400.0,33.0,North,123.0,East,0.4,0.0,0.4,75.7,0.0,75.7,0.0,2.9,171.9377,24.0,191.0167,246.006,6.8551,3.5234,vessel_3
74,2018-02-14,15:42,2018-02-14,23:42,11.7,1503,SGSIN,CNTAO,EndOfSeaPassage,260132.25,0.8691,152.0,Sailing,17400.0,35.0,North,121.0,East,0.3,0.0,0.3,37.0,0.0,37.0,0.0,1.6,172.3862,11.7,227.1848,121.1346,3.3672,1.7349,vessel_3
75,2018-02-14,17:18,2018-02-15,01:18,1.6,1503,SGSIN,CNTAO,StoppageArrival,260132.25,0.8691,7.8,Maneuvering,2500.0,35.0,North,120.0,East,0.4,0.0,0.4,0.5,0.0,0.5,0.0,0.3,145.9226,1.3,154.6462,3.7368,0.0725,0.0535,vessel_3
76,2018-02-15,04:00,2018-02-15,12:00,10.7,1503,SGSIN,CNTAO,NoonStoppage,260132.25,0.8691,0.0,Anchoring,7000.0,35.0,North,121.0,East,3.1,0.0,3.1,7.2,0.0,7.2,0.0,1.7,195.1193,5.0,124.5419,37.368,0.7973,0.5352,vessel_3
78,2018-02-16,04:00,2018-02-16,12:00,2.5,1503,SGSIN,CNTAO,NoonRiver,260132.25,0.8691,5.6,Maneuvering,3000.0,36.0,North,120.0,East,0.6,0.0,0.6,1.0,0.0,1.0,0.0,0.4,158.0828,2.0,124.393,6.228,0.1262,0.0892,vessel_3
79,2018-02-16,06:36,2018-02-16,14:36,2.6,1503,CNTAO,TWKHH,Arrival,260132.25,0.8691,0.2,Maneuvering,3500.0,36.0,North,120.0,East,0.9,0.0,0.9,0.1,0.0,0.1,0.0,0.4,135.4995,0.2,120.5972,4.3596,0.0498,0.0624,vessel_3
82,2018-02-17,18:00,2018-02-18,02:00,2.6,1503,CNTAO,TWKHH,BeginOfSeaPassage,130590.95,0.4363,17.3,Maneuvering,5300.0,35.0,North,120.0,East,0.2,0.0,0.2,2.8,0.0,2.8,0.0,0.4,192.7279,2.6,150.4356,10.5876,0.2804,0.1516,vessel_3
83,2018-02-18,04:00,2018-02-18,12:00,10.0,1503,CNTAO,TWKHH,NoonSea,130590.95,0.4363,132.0,Sailing,14700.0,34.0,North,122.0,East,0.2,0.0,0.2,27.9,0.0,27.9,0.0,1.2,180.0208,10.0,210.777,91.2402,2.5383,1.3068,vessel_3
84,2018-02-19,04:00,2018-02-19,12:00,24.0,1503,CNTAO,TWKHH,NoonSea,130590.95,0.4363,325.0,Sailing,15500.0,30.0,North,125.0,East,0.2,0.0,0.2,69.3,0.0,69.3,0.0,3.1,176.6957,24.0,207.6511,226.0764,6.3132,3.238,vessel_3
85,2018-02-20,04:00,2018-02-20,12:00,24.0,1503,CNTAO,TWKHH,NoonSea,130590.95,0.4363,323.0,Sailing,14700.0,26.0,North,122.0,East,0.2,0.0,0.2,65.9,0.0,65.9,0.0,3.1,177.171,24.0,193.6983,215.4888,6.0168,3.0863,vessel_3
86,2018-02-21,02:00,2018-02-21,10:00,22.0,1503,CNTAO,TWKHH,EndOfSeaPassage,130590.95,0.4363,285.0,Sailing,14400.0,22.0,North,120.0,East,0.1,0.0,0.1,59.3,0.0,59.3,0.0,2.7,177.5437,22.0,179.0868,193.3794,5.4058,2.7697,vessel_3
88,2018-02-21,04:00,2018-02-21,12:00,2.0,1503,CNTAO,TWKHH,StoppageArrival,130590.95,0.4363,7.4,Maneuvering,2350.0,22.0,North,120.0,East,0.5,0.0,0.5,0.3,0.0,0.3,0.0,0.3,121.0847,1.0,129.3404,3.4254,0.0558,0.0491,vessel_3
99,2018-03-03,04:00,2018-03-03,12:00,2.2,1503,CNTAO,TWKHH,NoonRiver,130590.95,0.4363,1.5,Maneuvering,3300.0,22.0,North,120.0,East,0.6,0.0,0.6,0.3,0.0,0.3,0.0,0.4,123.1814,0.7,170.7465,4.0482,0.0652,0.058,vessel_3
100,2018-03-03,06:12,2018-03-03,14:12,2.2,1503,TWKHH,CNSHK,Arrival,130590.95,0.4363,0.0,Maneuvering,4000.0,22.0,North,120.0,East,1.8,0.0,1.8,0.2,0.0,0.2,0.0,0.5,118.5621,0.4,205.3023,7.785,0.0734,0.1115,vessel_3
101,2018-03-04,04:00,2018-03-04,12:00,21.8,1503,TWKHH,CNSHK,NoonPort,130590.95,0.4363,0.0,Waiting in port,3200.0,22.0,North,120.0,East,6.4,0.1,6.4,0.5,0.0,0.5,0.0,3.2,123.5022,1.2,195.6672,31.772,0.3667,0.4506,vessel_3
102,2018-03-05,04:00,2018-03-05,12:00,24.0,1503,TWKHH,CNSHK,NoonPort,130590.95,0.4363,0.0,Waiting in port,3400.0,22.0,North,120.0,East,7.7,0.0,7.7,0.5,0.0,0.5,0.0,3.2,139.4848,1.0,201.9421,35.4996,0.3756,0.5084,vessel_3
105,2018-03-06,05:36,2018-03-06,13:36,0.8,1801,TWKHH,CNSHK,BeginOfSeaPassage,0.0,0.0,2.0,Maneuvering,3400.0,22.0,North,120.0,East,0.3,0.0,0.3,0.3,0.0,0.3,0.0,0.2,167.3818,0.5,219.5594,2.4912,0.0457,0.0357,vessel_3
106,2018-03-06,05:48,2018-03-06,13:48,0.2,1801,TWKHH,CNSHK,EndOfSeaPassage,0.0,0.0,0.5,Sailing,4100.0,22.0,North,120.0,East,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,115.6703,0.2,464.9493,0.6228,0.0174,0.0089,vessel_3
107,2018-03-06,06:48,2018-03-06,14:48,1.0,1801,TWKHH,CNSHK,StoppageArrival,0.0,0.0,1.0,Maneuvering,3200.0,22.0,North,120.0,East,0.3,0.0,0.3,0.2,0.0,0.2,0.0,0.2,197.6035,0.3,180.666,2.1798,0.0369,0.0312,vessel_3
112,2018-03-09,16:42,2018-03-10,00:42,0.7,1801,TWKHH,CNSHK,BeginOfSeaPassage,0.0,0.0,0.8,Maneuvering,3300.0,22.0,North,120.0,East,0.1,0.0,0.1,0.2,0.0,0.2,0.0,0.2,191.6155,0.3,273.7364,1.557,0.0356,0.0223,vessel_3
113,2018-03-10,04:00,2018-03-10,12:00,11.3,1801,TWKHH,CNSHK,NoonSea,0.0,0.0,102.0,Sailing,5130.0,21.0,North,118.0,East,3.6,0.0,3.6,10.1,0.0,10.1,0.0,2.6,165.2576,11.3,219.853,50.7582,1.132,0.727,vessel_3
114,2018-03-11,04:00,2018-03-11,12:00,24.0,1801,TWKHH,CNSHK,NoonSea,0.0,0.0,227.0,Sailing,5235.0,19.0,North,116.0,East,10.1,0.0,10.1,21.2,0.0,21.2,0.0,5.7,160.0456,24.0,221.575,115.218,2.4147,1.6502,vessel_3
115,2018-03-11,05:30,2018-03-11,13:30,1.5,1801,TWKHH,CNSHK,StoppageArrival,0.0,0.0,16.0,Sailing,7100.0,19.0,North,115.0,East,1.2,0.0,1.2,2.2,0.0,2.2,0.0,0.4,195.9336,1.5,250.4282,11.8332,0.2349,0.1695,vessel_3
117,2018-03-12,04:00,2018-03-12,12:00,4.4,1801,TWKHH,CNSHK,NoonSea,0.0,0.0,41.0,Sailing,5100.0,19.0,North,114.0,East,1.8,0.0,1.8,4.9,0.0,4.9,0.0,1.1,207.1138,4.4,234.7764,24.2892,0.5355,0.3479,vessel_3
118,2018-03-12,20:42,2018-03-13,04:42,16.7,1801,TWKHH,CNSHK,EndOfSeaPassage,0.0,0.0,175.0,Sailing,5780.0,21.0,North,113.0,East,2.9,0.0,2.9,17.8,0.0,17.8,0.0,3.7,174.9087,16.7,216.6453,75.9816,1.8944,1.0882,vessel_3
119,2018-03-13,02:18,2018-03-13,10:18,5.6,1801,TWKHH,CNSHK,StoppageArrival,0.0,0.0,37.4,Maneuvering,4200.0,22.0,North,113.0,East,1.6,0.0,1.6,3.5,0.0,3.5,0.0,1.3,149.1347,5.3,220.1867,19.9296,0.4295,0.2854,vessel_3
124,2018-03-16,04:00,2018-03-16,12:00,2.1,1801,TWKHH,CNSHK,NoonRiver,0.0,0.0,1.5,Maneuvering,2150.0,22.0,North,113.0,East,0.3,0.3,0.0,0.2,0.2,0.0,0.3,0.0,155.4049,0.6,137.6871,2.5648,0.041,0.0014,vessel_3
142,2018-04-02,04:00,2018-04-02,12:00,24.0,1801,CNSHK,SARTA,NoonPort,0.0,0.0,0.0,Waiting in port,0.0,0.0,0,0.0,0,5.8,5.8,0.0,0.2,0.2,0.0,3.4,0.0,0.0,0.3,240.6801,30.1364,0.295,0.0169,vessel_3
143,2018-04-02,23:18,2018-04-03,07:18,19.3,1801,CNSHK,SARTA,Departure,0.0,0.0,0.0,Waiting in port,2600.0,0.0,0,0.0,0,3.1,3.1,0.0,0.3,0.3,0.0,2.1,0.0,231.3143,0.5,239.1456,17.633,0.1967,0.0099,vessel_3
144,2018-04-03,04:00,2018-04-03,12:00,4.7,1801,CNSHK,SARTA,NoonRiver,0.0,0.0,26.0,Maneuvering,3450.0,22.0,North,113.0,East,2.6,0.0,2.6,2.2,0.0,2.2,0.0,1.0,151.2096,4.0,193.0978,18.0612,0.2969,0.2587,vessel_3
145,2018-04-03,05:30,2018-04-03,13:30,1.5,1802L,CNSHK,SARTA,BeginOfSeaPassage,0.0,0.0,19.8,Maneuvering,4500.0,21.0,North,113.0,East,0.9,0.0,0.9,1.5,0.0,1.5,0.0,0.4,210.777,1.5,176.8758,8.7192,0.1718,0.1249,vessel_3
146,2018-04-04,04:00,2018-04-04,12:00,22.5,1802L,CNSHK,SARTA,NoonSea,0.0,0.0,266.0,Sailing,8950.0,17.0,North,113.0,East,2.9,0.0,2.9,40.3,0.0,40.3,0.0,4.5,189.8171,22.5,232.8551,148.5378,3.9256,2.1274,vessel_3
147,2018-04-05,04:00,2018-04-05,12:00,24.0,1802L,CNSHK,SARTA,NoonSea,0.0,0.0,261.0,Sailing,6800.0,12.0,North,111.0,East,1.8,0.0,1.8,38.2,0.0,38.2,0.0,4.5,222.0133,24.0,199.8237,138.573,3.735,1.9847,vessel_3
149,2018-04-06,04:00,2018-04-06,12:00,24.0,1802L,CNSHK,SARTA,NoonSea,0.0,0.0,273.0,Sailing,6700.0,8.0,North,110.0,East,28.6,0.0,28.6,38.1,0.0,38.1,0.0,5.5,224.7371,24.0,164.7215,224.8308,3.9981,3.2201,vessel_3
151,2018-04-07,04:00,2018-04-07,12:00,24.0,1802L,CNSHK,SARTA,NoonSea,0.0,0.0,273.0,Sailing,6700.0,5.0,North,106.0,East,14.8,0.0,14.8,36.9,0.0,36.9,0.0,5.1,217.6587,24.0,163.4234,176.8752,3.7635,2.5333,vessel_3
153,2018-04-08,04:00,2018-04-08,12:00,24.0,1802L,CNSHK,SARTA,NoonSea,0.0,0.0,276.0,Sailing,6750.0,1.0,North,104.0,East,4.9,0.0,4.9,38.7,0.0,38.7,0.0,4.7,226.5853,24.0,187.9399,150.4062,3.8174,2.1542,vessel_3
154,2018-04-08,05:00,2018-04-08,13:00,1.0,1802L,CNSHK,SARTA,EndOfSeaPassage,0.0,0.0,12.0,Sailing,6900.0,1.0,North,104.0,East,0.0,0.0,0.0,1.6,0.0,1.6,0.0,0.2,219.9412,1.0,234.1967,5.6052,0.1569,0.0803,vessel_3
155,2018-04-08,10:30,2018-04-08,18:30,5.5,1802L,CNSHK,SARTA,StoppageArrival,0.0,0.0,40.0,Maneuvering,3050.0,1.0,North,104.0,East,0.8,0.0,0.8,2.4,0.0,2.4,0.0,1.2,143.5304,5.2,258.6809,13.7016,0.3194,0.1962,vessel_3
159,2018-04-10,20:00,2018-04-11,04:00,4.7,1802L,CNSHK,SARTA,BeginOfSeaPassage,0.0,0.0,47.4,Maneuvering,5800.0,1.0,North,103.0,East,0.2,0.0,0.2,5.1,0.0,5.1,0.0,0.8,185.3384,4.5,204.3623,18.9954,0.5157,0.2657,vessel_3
160,2018-04-11,04:00,2018-04-11,12:00,8.0,1802L,CNSHK,SARTA,NoonSea,0.0,0.0,111.0,Sailing,8570.0,2.0,North,101.0,East,0.1,0.0,0.1,15.8,0.0,15.8,0.0,1.5,218.5859,8.0,228.004,54.1836,1.5089,0.7578,vessel_3
161,2018-04-12,04:00,2018-04-12,12:00,24.0,1802L,CNSHK,SARTA,NoonSea,0.0,0.0,276.0,Sailing,6900.0,5.0,North,98.0,East,0.1,0.0,0.1,31.8,0.0,31.8,0.0,4.2,182.1388,24.0,204.0823,112.4154,3.1392,1.5723,vessel_3
163,2018-04-13,05:00,2018-04-13,12:00,25.0,1802L,CNSHK,SARTA,NoonSea,0.0,0.0,316.0,Sailing,8700.0,6.0,North,93.0,East,0.2,0.1,0.2,39.3,0.0,39.3,0.0,4.2,171.3835,25.0,199.1843,136.4024,3.7937,1.9034,vessel_3
