,Date_UTC,Time_UTC,Date_Local,Time_Local,Time_Since_Previous_Report,Voyage_Number,Voyage_From,Voyage_To,Event,Cargo_Mt,Cargo_Capacity_Usage,Distance,Mode,ME_1_Average_Load,Latitude_Degree,Latitude_North_South,Longitude_Degree,Longitude_East_West,Boiler_Consumption,Boiler_Consumption_MGO,Boiler_Consumption_HFO,ME_Consumption,ME_Consumption_MGO,ME_Consumption_HFO,AE_Consumption_MGO,AE_Consumption_HFO,ME_calculated_SFOC,ME_1_Running_Hours,AE_calculated_SFOC,CO2_Emitted,NOX_Emitted,SOX_Emitted,IMO
1444,2019-12-08,05:06,2019-12-08,13:06,1.1,1905,CNRZH,CNZOS,BeginOfSeaPassage,1.0,0.0,11.0,Maneuvering,8000.0,35.0,North,119.0,East,0.0,0.0,0.0,1.7,1.7,0.0,0.3,0.0,193.1857,1.1,226.3342,6.412,0.1639,0.0024,vessel_2
1446,2019-12-08,07:42,2019-12-08,15:42,2.6,1905,CNRZH,CNZOS,BeginFuelChangeOver,1.0,0.0,28.0,Sailing,7000.0,34.0,North,120.0,East,0.9,0.9,0.0,4.4,4.4,0.0,0.8,0.0,241.7631,2.6,411.2896,19.5566,0.4261,0.0073,vessel_2
1447,2019-12-08,09:06,2019-12-08,17:06,1.4,1905,CNRZH,CNZOS,EndFuelChangeOver,1.0,0.0,17.0,Sailing,7000.0,34.0,North,120.0,East,0.8,0.0,0.8,0.7,0.0,0.7,0.0,0.2,67.6828,1.4,180.9385,5.2938,0.084,0.0887,vessel_2
1448,2019-12-09,02:30,2019-12-09,10:30,17.4,1905,CNRZH,CNZOS,EndOfSeaPassage,1.0,0.0,198.0,Sailing,7000.0,33.0,North,123.0,East,0.2,0.0,0.2,26.5,0.0,26.5,0.0,2.8,206.1604,17.4,203.8158,91.863,2.5558,1.5399,vessel_2
1449,2019-12-09,04:00,2019-12-09,12:00,1.5,1905,CNRZH,CNZOS,StoppageArrival,1.0,0.0,7.0,Maneuvering,3000.0,33.0,North,123.0,East,2.3,0.0,2.3,0.7,0.0,0.7,0.0,0.3,147.3982,1.5,225.6095,10.2762,0.103,0.1723,vessel_2
1454,2019-12-13,04:00,2019-12-13,12:00,5.0,1905,CNRZH,CNZOS,NoonRiver,1.0,0.0,56.0,Maneuvering,11200.0,32.0,North,123.0,East,2.5,0.0,2.5,10.4,0.0,10.4,0.0,1.2,176.2364,5.0,212.852,43.9074,1.0285,0.6712,vessel_2
1455,2019-12-14,04:00,2019-12-14,12:00,24.0,1905,CNRZH,CNZOS,NoonRiver,1.0,0.0,86.0,Maneuvering,9700.0,31.0,North,124.0,East,9.9,0.0,9.9,13.1,0.0,13.1,0.0,5.4,183.0846,7.0,212.4549,88.4376,1.681,1.3518,vessel_2
1456,2019-12-15,04:00,2019-12-15,12:00,24.0,1905,CNRZH,CNZOS,NoonRiver,1.0,0.0,73.0,Maneuvering,5500.0,30.0,North,123.0,East,5.3,0.0,5.3,5.3,0.0,5.3,0.0,5.5,152.4095,6.0,221.9093,50.1354,0.9781,0.7664,vessel_2
1457,2019-12-15,14:00,2019-12-15,22:00,10.0,1905,CNRZH,CNZOS,BeginFuelChangeOver,1.0,0.0,16.0,Maneuvering,3000.0,30.0,North,123.0,East,2.2,0.0,2.2,1.5,0.0,1.5,0.0,0.6,63.2643,7.5,56.3742,13.3902,0.1982,0.2047,vessel_2
1458,2019-12-15,17:42,2019-12-16,01:42,3.7,1905,CNRZH,CNZOS,EndFuelChangeOver,1.0,0.0,25.0,Maneuvering,3000.0,30.0,North,123.0,East,1.1,0.6,1.1,1.7,1.3,1.7,0.0,0.8,349.9419,2.775,363.7099,19.2254,0.3812,0.1744,vessel_2
1459,2019-12-16,04:00,2019-12-16,12:00,10.3,1905,CNRZH,CNZOS,NoonRiver,1.0,0.0,57.0,Maneuvering,3000.0,29.0,North,122.0,East,1.5,1.5,0.0,3.5,3.5,0.0,1.8,0.0,151.0278,7.725,173.0305,21.8008,0.4343,0.0082,vessel_2
1460,2019-12-16,04:36,2019-12-16,12:36,0.6,1905,CNRZH,CNZOS,StoppageArrival,1.0,0.0,0.7,Maneuvering,1000.0,29.0,North,122.0,East,0.1,0.1,0.0,0.3,0.3,0.0,0.2,0.0,500.01,0.6,333.34,1.9236,0.041,0.0007,vessel_2
1465,2019-12-19,10:00,2019-12-19,18:00,2.7,1905,CNZOS,"FPSO, EGINA TERMINAL",Arrival,1.0,0.0,7.0,Maneuvering,1100.0,0.0,0,0.0,0,0.6,0.6,0.0,0.5,0.5,0.0,0.8,0.0,168.3535,2.7,289.0753,6.0914,0.1065,0.0023,vessel_2
1512,2020-01-31,10:12,2020-01-31,18:12,1.4,2001,CNZOS,"FPSO, EGINA TERMINAL",BeginOfSeaPassage,0.0,0.0,8.0,Maneuvering,1500.0,29.0,North,122.0,East,0.3,0.3,0.0,1.1,1.1,0.0,0.4,0.0,523.82,1.4,396.8333,5.7708,0.1229,0.0022,vessel_2
1513,2020-02-01,04:00,2020-02-01,12:00,17.8,2001,CNZOS,"FPSO, EGINA TERMINAL",NoonSea,0.0,0.0,202.0,Sailing,6400.0,26.0,North,123.0,East,2.5,2.5,0.0,20.6,20.6,0.0,4.1,0.0,180.8323,17.8,209.4015,87.2032,2.0242,0.0326,vessel_2
1514,2020-02-02,04:00,2020-02-02,12:00,24.0,2001,CNZOS,"FPSO, EGINA TERMINAL",NoonSea,0.0,0.0,275.0,Sailing,10000.0,22.0,North,122.0,East,0.0,0.0,0.0,37.3,37.3,0.0,4.1,0.0,179.3305,20.8,280.0602,132.7284,3.3927,0.0497,vessel_2
1515,2020-02-03,04:00,2020-02-03,12:00,24.0,2001,CNZOS,"FPSO, EGINA TERMINAL",NoonSea,0.0,0.0,346.0,Sailing,12000.0,17.0,North,118.0,East,0.0,0.0,0.0,52.6,52.6,0.0,3.2,0.0,182.6425,24.0,222.2266,178.8948,4.5728,0.067,vessel_2
1516,2020-02-04,04:00,2020-02-04,12:00,24.0,2001,CNZOS,"FPSO, EGINA TERMINAL",NoonSea,0.0,0.0,330.0,Sailing,10250.0,14.0,North,114.0,East,0.0,0.0,0.0,44.2,44.2,0.0,3.2,0.0,179.6784,24.0,205.1323,151.9644,3.8844,0.0569,vessel_2
1517,2020-02-05,04:00,2020-02-05,12:00,24.0,2001,CNZOS,"FPSO, EGINA TERMINAL",NoonSea,0.0,0.0,313.0,Sailing,8000.0,10.0,North,110.0,East,0.0,0.0,0.0,37.8,37.8,0.0,3.2,0.0,196.8789,24.0,211.6444,131.446,3.36,0.0492,vessel_2
1519,2020-02-06,04:00,2020-02-06,12:00,24.0,2001,CNZOS,"FPSO, EGINA TERMINAL",NoonSea,0.0,0.0,308.0,Sailing,7900.0,6.0,North,107.0,East,0.0,0.0,0.0,35.9,35.9,0.0,3.4,0.0,189.3498,24.0,211.447,125.9958,3.2206,0.0472,vessel_2
1521,2020-02-07,04:00,2020-02-07,12:00,24.0,2001,CNZOS,"FPSO, EGINA TERMINAL",NoonSea,0.0,0.0,302.0,Sailing,7800.0,2.0,North,104.0,East,0.0,0.0,0.0,30.4,30.4,0.0,3.3,0.0,162.3964,24.0,196.4325,108.0422,2.7617,0.0404,vessel_2
1522,2020-02-07,06:00,2020-02-07,14:00,2.0,2001,CNZOS,"FPSO, EGINA TERMINAL",EndOfSeaPassage,0.0,0.0,24.0,Sailing,7800.0,1.0,North,104.0,East,0.0,0.0,0.0,2.5,2.5,0.0,0.25,0.0,160.2596,2.0,178.575,8.8165,0.2254,0.0033,vessel_2
1523,2020-02-07,12:18,2020-02-07,20:18,6.3,2001,CNZOS,"FPSO, EGINA TERMINAL",StoppageArrival,0.0,0.0,54.0,Maneuvering,3000.0,1.0,North,103.0,East,0.4,0.4,0.0,5.0,5.0,0.0,0.8,0.0,277.7833,6.0,211.6444,19.8772,0.4753,0.0074,vessel_2
1527,2020-02-09,09:30,2020-02-09,17:30,1.7,2001,CNZOS,"FPSO, EGINA TERMINAL",BeginOfSeaPassage,0.0,0.0,5.0,Maneuvering,2500.0,1.0,North,103.0,East,0.3,0.3,0.0,0.7,0.7,0.0,0.3,0.0,164.7092,1.7,294.1235,4.1678,0.082,0.0016,vessel_2
1529,2020-02-10,04:00,2020-02-10,12:00,18.5,2001,CNZOS,"FPSO, EGINA TERMINAL",NoonSea,0.0,0.0,212.0,Sailing,7400.0,2.0,North,100.0,East,0.0,0.0,0.0,23.4,23.4,0.0,2.7,0.0,170.9311,18.5,208.4984,83.6766,2.1389,0.0313,vessel_2
1530,2020-02-11,05:00,2020-02-11,12:00,25.0,2001,CNZOS,"FPSO, EGINA TERMINAL",NoonSea,0.0,0.0,320.0,Sailing,8800.0,6.0,North,97.0,East,0.3,0.3,0.0,41.2,41.2,0.0,3.8,0.0,187.2765,25.0,216.5285,145.2318,3.6878,0.0544,vessel_2
1531,2020-02-11,09:54,2020-02-11,16:54,4.9,2001,CNZOS,"FPSO, EGINA TERMINAL",BeginFuelChangeOver,0.0,0.0,63.0,Sailing,8800.0,6.0,North,95.0,East,0.5,0.5,0.0,8.3,8.3,0.0,1.8,0.0,192.4899,4.9,282.5802,33.9836,0.8277,0.0127,vessel_2
1532,2020-02-11,13:00,2020-02-11,20:00,3.1,2001,CNZOS,"FPSO, EGINA TERMINAL",EndFuelChangeOver,0.0,0.0,37.0,Sailing,8800.0,6.0,North,95.0,East,0.5,0.0,0.5,3.6,0.0,3.6,0.0,0.7,123.8701,3.1,163.0427,14.9472,0.3783,0.048,vessel_2
1533,2020-02-12,05:00,2020-02-12,12:00,16.0,2001,CNZOS,"FPSO, EGINA TERMINAL",NoonSea,0.0,0.0,173.0,Sailing,8800.0,6.0,North,92.0,East,2.1,0.0,2.1,24.1,0.0,24.1,0.0,3.6,162.4294,16.0,164.2439,92.7972,2.4294,0.298,vessel_2
1534,2020-02-13,06:30,2020-02-13,12:00,25.5,2001,CNZOS,"FPSO, EGINA TERMINAL",NoonSea,0.0,0.0,295.0,Sailing,7400.0,6.0,North,87.0,East,0.4,0.0,0.4,32.0,0.0,32.0,0.0,5.8,160.9268,25.5,239.8256,118.9548,3.2982,0.382,vessel_2
1536,2020-02-14,06:30,2020-02-14,12:00,24.0,2001,CNZOS,"FPSO, EGINA TERMINAL",NoonSea,0.0,0.0,307.0,Sailing,8300.0,5.0,North,82.0,East,0.2,0.0,0.2,37.8,0.0,37.8,0.0,5.5,180.0747,24.0,217.4712,135.459,3.7763,0.435,vessel_2
1538,2020-02-15,06:30,2020-02-15,12:00,24.0,,CNZOS,"FPSO, EGINA TERMINAL",NoonSea,0.0,0.0,252.0,Sailing,5700.0,4.0,North,79.0,East,1.9,0.0,1.9,26.3,0.0,26.3,0.0,5.5,182.4399,24.0,226.5324,104.9418,2.7854,0.337,vessel_2
1540,2020-02-16,06:30,2020-02-16,12:00,24.0,,CNZOS,"FPSO, EGINA TERMINAL",NoonSea,0.0,0.0,310.0,Sailing,8900.0,0.0,North,78.0,East,0.3,0.0,0.3,41.7,0.0,41.7,0.0,5.3,185.2614,24.0,213.8399,147.2922,4.0995,0.473,vessel_2
1542,2020-02-17,07:00,2020-02-17,12:00,24.5,,CNZOS,"FPSO, EGINA TERMINAL",NoonSea,0.0,0.0,310.0,Sailing,9200.0,4.0,South,76.0,East,3.1,0.0,3.1,42.8,0.0,42.8,0.0,5.9,180.1939,24.5,207.7512,161.3052,4.267,0.518,vessel_2
1544,2020-02-18,07:00,2020-02-18,12:00,24.0,,CNZOS,"FPSO, EGINA TERMINAL",NoonSea,0.0,0.0,263.0,Sailing,9000.0,9.0,South,75.0,East,4.7,0.0,4.7,39.7,0.0,39.7,0.0,5.8,174.4163,24.0,204.7618,156.3228,3.9991,0.502,vessel_2
1546,2020-02-19,07:00,2020-02-19,12:00,24.0,,CNZOS,"FPSO, EGINA TERMINAL",NoonSea,0.0,0.0,291.0,Sailing,10000.0,12.0,South,72.0,East,7.3,0.0,7.3,47.0,0.0,47.0,0.0,5.5,185.839,24.0,217.4712,186.2172,4.6272,0.598,vessel_2
1548,2020-02-20,08:00,2020-02-20,12:00,25.0,,CNZOS,"FPSO, EGINA TERMINAL",NoonSea,0.0,0.0,350.0,Sailing,12250.0,15.0,South,67.0,East,27.6,0.0,27.6,57.2,0.0,57.2,0.0,7.5,177.2434,25.0,227.7516,287.4222,5.8307,0.923,vessel_2
1550,2020-02-21,08:00,2020-02-21,12:00,24.0,,CNZOS,"FPSO, EGINA TERMINAL",NoonSea,0.0,0.0,338.0,Sailing,11200.0,17.0,South,62.0,East,29.8,0.0,29.8,52.2,0.0,52.2,0.0,7.4,184.2856,24.0,206.0546,278.3916,5.4013,0.894,vessel_2
1552,2020-02-22,08:00,2020-02-22,12:00,24.0,,CNZOS,"FPSO, EGINA TERMINAL",NoonSea,0.0,0.0,329.0,Sailing,9660.0,19.0,South,56.0,East,11.9,0.0,11.9,45.0,0.0,45.0,0.0,6.6,184.1935,24.0,212.167,197.739,4.5805,0.635,vessel_2
1554,2020-02-23,08:00,2020-02-23,12:00,24.0,,CNZOS,"FPSO, EGINA TERMINAL",NoonSea,0.0,0.0,276.0,Sailing,9800.0,22.0,South,52.0,East,0.3,0.0,0.3,45.4,0.0,45.4,0.0,5.3,183.1761,24.0,209.5631,158.814,4.4221,0.51,vessel_2
1556,2020-02-24,09:00,2020-02-24,12:00,25.0,,CNZOS,"FPSO, EGINA TERMINAL",NoonSea,0.0,0.0,303.0,Sailing,7400.0,24.0,South,48.0,East,0.4,0.0,0.4,36.4,0.0,36.4,0.0,6.2,186.7153,25.0,213.9485,133.902,3.7166,0.43,vessel_2
1557,2020-02-25,09:00,2020-02-25,12:00,24.0,,CNZOS,"FPSO, EGINA TERMINAL",NoonSea,0.0,0.0,279.0,Sailing,8600.0,27.0,South,43.0,East,0.4,0.0,0.4,40.4,0.0,40.4,0.0,5.5,185.747,24.0,213.207,144.1782,4.0043,0.463,vessel_2
1560,2020-02-26,09:00,2020-02-26,12:00,24.0,,CNZOS,"FPSO, EGINA TERMINAL",NoonSea,0.0,0.0,283.0,Sailing,11000.0,29.0,South,39.0,East,0.3,0.0,0.3,49.2,0.0,49.2,0.0,5.0,176.8526,24.0,210.3203,169.713,4.7272,0.545,vessel_2
1562,2020-02-27,10:00,2020-02-27,12:00,25.0,,CNZOS,"FPSO, EGINA TERMINAL",NoonSea,0.0,0.0,315.0,Sailing,10150.0,31.0,South,33.0,East,0.3,0.0,0.3,49.2,0.0,49.2,0.0,5.3,183.9964,25.0,209.5631,170.6472,4.7534,0.548,vessel_2
1564,2020-02-28,10:00,2020-02-28,12:00,24.0,,CNZOS,"FPSO, EGINA TERMINAL",NoonSea,0.0,0.0,286.0,Sailing,8600.0,33.0,South,28.0,East,0.2,0.0,0.2,40.0,0.0,40.0,0.0,5.3,183.908,24.0,209.5631,141.687,3.9506,0.455,vessel_2
1566,2020-02-29,10:00,2020-02-29,12:00,24.0,,CNZOS,"FPSO, EGINA TERMINAL",NoonSea,0.0,0.0,281.0,Sailing,6600.0,34.0,South,23.0,East,0.3,0.0,0.3,31.2,0.0,31.2,0.0,5.3,186.9174,24.0,209.5631,114.5952,3.1841,0.368,vessel_2
1569,2020-03-01,11:00,2020-03-01,12:00,25.0,,CNZOS,"FPSO, EGINA TERMINAL",NoonSea,0.0,0.0,279.0,Sailing,5050.0,34.0,South,17.0,East,0.4,0.0,0.4,25.0,0.0,25.0,0.0,5.4,187.9139,25.0,204.9764,95.9112,2.653,0.308,vessel_2
1571,2020-03-02,11:00,2020-03-02,12:00,24.0,,CNZOS,"FPSO, EGINA TERMINAL",NoonSea,0.0,0.0,266.0,Sailing,4600.0,30.0,South,15.0,East,1.4,0.0,1.4,21.1,0.0,21.1,0.0,5.5,181.3692,24.0,217.4712,87.192,2.3286,0.28,vessel_2
1573,2020-03-03,11:00,2020-03-03,12:00,24.0,,CNZOS,"FPSO, EGINA TERMINAL",NoonSea,0.0,0.0,266.0,Sailing,5000.0,26.0,South,13.0,East,3.2,0.0,3.2,23.1,0.0,23.1,0.0,5.4,182.6758,24.0,213.5171,98.7138,2.5067,0.317,vessel_2
1575,2020-03-04,11:00,2020-03-04,12:00,24.0,,CNZOS,"FPSO, EGINA TERMINAL",NoonSea,0.0,0.0,263.0,Sailing,4800.0,22.0,South,11.0,East,3.7,0.0,3.7,21.9,0.0,21.9,0.0,5.6,180.4022,24.0,212.9088,97.1568,2.4229,0.312,vessel_2
1576,2020-03-05,11:00,2020-03-05,12:00,24.0,,CNZOS,"FPSO, EGINA TERMINAL",NoonSea,0.0,0.0,265.0,Sailing,4950.0,18.0,South,10.0,East,1.7,0.0,1.7,22.7,0.0,22.7,0.0,5.4,181.3258,24.0,213.5171,92.7972,2.4615,0.298,vessel_2
1579,2020-03-06,11:00,2020-03-06,12:00,24.0,,CNZOS,"FPSO, EGINA TERMINAL",NoonSea,0.0,0.0,264.0,Sailing,5000.0,14.0,South,9.0,East,1.7,0.0,1.7,23.0,0.0,23.0,0.0,5.5,181.885,24.0,213.207,94.0428,2.4963,0.302,vessel_2
1580,2020-03-07,11:00,2020-03-07,12:00,24.0,,CNZOS,"FPSO, EGINA TERMINAL",NoonSea,0.0,0.0,263.0,Sailing,4750.0,9.0,South,7.0,East,1.5,0.0,1.5,22.1,0.0,22.1,0.0,5.3,183.966,24.0,209.5631,89.9946,2.3991,0.289,vessel_2
1583,2020-03-08,11:00,2020-03-08,12:00,24.0,,CNZOS,"FPSO, EGINA TERMINAL",NoonSea,0.0,0.0,263.0,Sailing,5200.0,5.0,South,6.0,East,0.9,0.0,0.9,24.6,0.0,24.6,0.0,5.4,187.0556,24.0,213.5171,96.2226,2.6216,0.309,vessel_2
1585,2020-03-09,11:00,2020-03-09,12:00,24.0,,CNZOS,"FPSO, EGINA TERMINAL",NoonSea,0.0,0.0,263.0,Sailing,5350.0,1.0,South,4.0,East,0.2,0.0,0.2,25.5,0.0,25.5,0.0,5.3,188.4627,24.0,209.5631,96.534,2.6865,0.31,vessel_2
1587,2020-03-10,11:00,2020-03-10,12:00,24.0,,CNZOS,"FPSO, EGINA TERMINAL",NoonSea,0.0,0.0,266.0,Sailing,4700.0,2.0,North,4.0,East,0.3,0.0,0.3,22.3,0.0,22.3,0.0,5.5,187.6057,24.0,211.137,87.5034,2.4257,0.281,vessel_2
1588,2020-03-11,01:00,2020-03-11,02:00,14.0,,CNZOS,"FPSO, EGINA TERMINAL",EndOfSeaPassage,0.0,0.0,132.0,Sailing,3300.0,2.0,North,6.0,East,0.8,0.0,0.8,9.4,0.0,9.4,0.0,3.3,193.0795,14.0,211.0232,42.039,1.1127,0.135,vessel_2
1589,2020-03-11,11:00,2020-03-11,12:00,10.0,,CNZOS,"FPSO, EGINA TERMINAL",NoonRiver,0.0,0.0,72.0,Maneuvering,2300.0,3.0,North,6.0,East,2.0,0.0,2.0,1.4,0.0,1.4,0.0,2.2,192.5436,3.0,208.7723,17.4384,0.3276,0.056,vessel_2
1590,2020-03-12,07:18,2020-03-12,08:18,20.3,,"FPSO, EGINA TERMINAL","FPSO, EGINA TERMINAL",ArrivalSTS,0.0,0.0,18.0,Maneuvering,2000.0,3.0,North,6.0,East,3.9,0.0,3.9,2.1,0.0,2.1,0.0,4.5,284.6895,3.5,210.3617,32.697,0.6023,0.105,vessel_2
1594,2020-03-14,11:00,2020-03-14,12:00,22.0,2001,"FPSO, EGINA TERMINAL","FPSO, EGINA TERMINAL",NoonRiver,141285.0,0.4706,20.0,Maneuvering,3700.0,3.0,North,6.0,East,4.5,0.0,4.5,3.0,0.0,3.0,0.0,5.2,192.3578,4.0,211.6046,39.5478,0.7459,0.127,vessel_2
1595,2020-03-15,09:18,2020-03-15,10:18,22.3,2001,"FPSO, EGINA TERMINAL",NLRTM,ArrivalSTS,141285.0,0.4706,18.0,Maneuvering,3200.0,3.0,North,6.0,East,4.4,0.0,4.4,3.2,0.0,3.2,0.0,5.7,189.793,5.0,209.1039,41.4162,0.8062,0.133,vessel_2
1599,2020-03-16,20:00,2020-03-16,21:00,5.25,2001,"FPSO, EGINA TERMINAL",NLRTM,BeginOfSeaPassage,275865.0,0.9188,12.0,Maneuvering,4900.0,3.0,North,6.0,East,0.8,0.0,0.8,2.9,0.0,2.9,0.0,1.2,187.2108,3.0,214.7628,15.2586,0.363,0.049,vessel_2
1601,2020-03-17,11:00,2020-03-17,12:00,15.0,2001,"FPSO, EGINA TERMINAL",NLRTM,NoonSea,275865.0,0.9188,156.0,Sailing,9200.0,2.0,North,4.0,East,0.0,0.0,0.0,26.9,0.0,26.9,0.0,3.3,184.9794,15.0,210.8811,94.0428,2.6328,0.302,vessel_2
1603,2020-03-18,11:00,2020-03-18,12:00,24.0,2001,"FPSO, EGINA TERMINAL",NLRTM,NoonSea,275865.0,0.9188,304.0,Sailing,14100.0,0.0,North,0.0,West,0.3,0.0,0.3,64.1,0.0,64.1,0.0,4.9,179.7537,24.0,210.5946,215.8002,6.0175,0.693,vessel_2
1605,2020-03-19,11:00,2020-03-19,12:00,24.0,2001,"FPSO, EGINA TERMINAL",NLRTM,NoonSea,275865.0,0.9188,306.0,Sailing,12300.0,0.0,South,5.0,West,0.0,0.0,0.0,56.6,0.0,56.6,0.0,4.8,181.9493,24.0,213.2506,191.1996,5.3529,0.614,vessel_2
1607,2020-03-20,11:00,2020-03-20,12:00,24.0,2001,"FPSO, EGINA TERMINAL",NLRTM,NoonSea,275865.0,0.9188,306.0,Sailing,12800.0,0.0,South,10.0,West,0.3,0.0,0.3,58.9,0.0,58.9,0.0,4.9,181.9467,24.0,210.5946,199.6074,5.5642,0.641,vessel_2
1609,2020-03-21,11:00,2020-03-21,12:00,24.0,2001,"FPSO, EGINA TERMINAL",NLRTM,NoonSea,275865.0,0.9188,308.0,Sailing,13300.0,2.0,North,14.0,West,0.0,0.0,0.0,61.3,0.0,61.3,0.0,4.8,182.2417,24.0,210.8811,205.8354,5.7626,0.661,vessel_2
1611,2020-03-22,11:00,2020-03-22,12:00,24.0,2001,"FPSO, EGINA TERMINAL",NLRTM,NoonSea,275865.0,0.9188,302.0,Sailing,12350.0,6.0,North,17.0,West,0.2,0.0,0.2,39.8,0.0,57.1,0.0,4.7,181.4297,24.0,208.8875,193.068,5.3891,0.62,vessel_2
1613,2020-03-23,11:00,2020-03-23,12:00,24.0,2001,"FPSO, EGINA TERMINAL",NLRTM,NoonSea,275865.0,0.9188,301.0,Sailing,14350.0,10.0,North,20.0,West,0.0,0.0,0.0,65.9,0.0,65.9,0.0,4.7,179.6101,24.0,208.8875,219.8484,6.1549,0.706,vessel_2
1615,2020-03-24,11:00,2020-03-24,12:00,24.0,2001,"FPSO, EGINA TERMINAL",NLRTM,NoonSea,275865.0,0.9188,295.0,Sailing,14800.0,15.0,North,20.0,West,0.3,0.0,0.3,67.7,0.0,67.7,0.0,4.9,178.9057,24.0,208.3078,227.0106,6.3313,0.729,vessel_2
1617,2020-03-25,11:00,2020-03-25,12:00,24.0,2001,"FPSO, EGINA TERMINAL",NLRTM,NoonSea,275865.0,0.9188,299.0,Sailing,14700.0,20.0,North,20.0,West,0.2,0.0,0.2,67.3,0.0,67.3,0.0,4.7,179.0585,24.0,208.8875,224.8308,6.2783,0.722,vessel_2
1619,2020-03-26,11:00,2020-03-26,12:00,24.0,2001,"FPSO, EGINA TERMINAL",NLRTM,NoonSea,275865.0,0.9188,305.0,Sailing,14350.0,25.0,North,19.0,West,1.0,0.0,1.0,65.8,0.0,65.8,0.0,4.8,179.3376,24.0,208.5912,222.9624,6.1618,0.716,vessel_2
1621,2020-03-27,11:00,2020-03-27,12:00,24.0,2001,"FPSO, EGINA TERMINAL",NLRTM,NoonSea,275865.0,0.9188,291.0,Sailing,13950.0,29.0,North,18.0,West,0.6,0.0,0.6,64.0,0.0,64.0,0.0,4.6,179.4333,24.0,209.1976,215.4888,5.9847,0.692,vessel_2
1623,2020-03-28,11:00,2020-03-28,12:00,24.0,2001,"FPSO, EGINA TERMINAL",NLRTM,NoonSea,275865.0,0.9188,293.0,Sailing,14400.0,32.0,North,14.0,West,0.2,0.0,0.2,66.8,0.0,66.8,0.0,4.8,181.4309,24.0,208.5912,223.5852,6.2435,0.718,vessel_2
1625,2020-03-29,11:00,2020-03-29,12:00,24.0,2001,"FPSO, EGINA TERMINAL",NLRTM,NoonSea,275865.0,0.9188,308.0,Sailing,14000.0,37.0,North,11.0,West,0.0,0.0,0.0,64.6,0.0,64.6,0.0,4.6,180.4686,24.0,209.1976,215.4888,6.0329,0.692,vessel_2
1627,2020-03-30,11:00,2020-03-30,12:00,24.0,2001,"FPSO, EGINA TERMINAL",NLRTM,NoonSea,275865.0,0.9188,263.0,Sailing,11100.0,41.0,North,10.0,West,0.4,0.0,0.4,51.9,0.0,51.9,0.0,4.7,182.8696,24.0,208.8875,177.498,4.9371,0.57,vessel_2
1629,2020-03-31,11:00,2020-03-31,12:00,24.0,2001,"FPSO, EGINA TERMINAL",NLRTM,NoonSea,275865.0,0.9188,169.0,Sailing,11450.0,44.0,North,9.0,West,0.4,0.0,0.4,53.5,0.0,53.5,0.0,4.6,182.745,24.0,209.1976,182.169,5.0679,0.585,vessel_2
1631,2020-04-01,11:00,2020-04-01,12:00,24.0,2001,"FPSO, EGINA TERMINAL",NLRTM,NoonSea,275865.0,0.9188,173.0,Sailing,11200.0,46.0,North,6.0,West,0.8,0.0,0.8,54.9,0.0,54.9,0.0,4.4,191.713,24.0,209.8631,187.1514,5.1753,0.601,vessel_2
1632,2020-04-01,20:05,2020-04-01,21:05,9.0833,2001,"FPSO, EGINA TERMINAL",NLRTM,BeginFuelChangeOver,275865.0,0.9188,100.0,Sailing,9000.0,48.0,North,6.0,West,0.2,0.0,0.2,19.7,0.0,19.7,0.0,1.7,226.1971,9.0833,225.2255,67.2624,1.867,0.216,vessel_2
1633,2020-04-02,00:55,2020-04-02,01:55,4.8333,2001,"FPSO, EGINA TERMINAL",NLRTM,EndFuelChangeOver,275865.0,0.9188,50.0,Sailing,9000.0,48.0,North,5.0,West,0.8,0.8,0.0,8.3,8.3,0.0,0.8,0.0,190.8084,4.8333,212.2058,31.7394,0.7457,0.0119,vessel_2
1634,2020-04-02,02:35,2020-04-02,03:35,1.6667,2001,"FPSO, EGINA TERMINAL",NLRTM,EnteringSpecialArea,275865.0,0.9188,17.0,Sailing,9000.0,49.0,North,5.0,West,0.0,0.0,0.0,2.5,2.5,0.0,0.2,0.0,166.67,1.6667,153.8492,8.6562,0.2213,0.0032,vessel_2
1635,2020-04-02,11:00,2020-04-02,12:00,8.4167,2001,"FPSO, EGINA TERMINAL",NLRTM,NoonSea,275865.0,0.9188,106.0,Sailing,9000.0,50.0,North,3.0,West,0.0,0.0,0.0,14.2,14.2,0.0,1.4,0.0,187.4625,8.4167,213.2563,50.0136,1.2784,0.0187,vessel_2
1636,2020-04-03,10:00,2020-04-03,12:00,23.0,2001,"FPSO, EGINA TERMINAL",NLRTM,EndOfSeaPassage,275865.0,0.9188,270.0,Sailing,10900.0,51.0,North,2.0,East,0.5,0.5,0.0,48.5,48.5,0.0,3.8,0.0,193.4622,23.0,223.2712,169.2768,4.286,0.0634,vessel_2
1637,2020-04-04,01:48,2020-04-04,03:48,15.8,2001,NLRTM,NLRTM,Arrival,275865.0,0.9188,86.4,Maneuvering,5000.0,51.0,North,4.0,East,1.8,1.8,0.0,9.9,9.9,0.0,2.4,0.0,198.0039,10.0,223.3849,45.2046,1.008,0.0169,vessel_2
1641,2020-04-05,15:54,2020-04-05,17:54,2.9,2001,NLRTM,NLRTM,Arrival,141285.0,0.4706,2.5,Maneuvering,2350.0,51.0,North,4.0,East,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.0,211.9446,1.0,223.0496,4.809,0.082,0.0022,vessel_2
