,Date_UTC,Time_UTC,Date_Local,Time_Local,Time_Since_Previous_Report,Voyage_Number,Voyage_From,Voyage_To,Event,Cargo_Mt,Cargo_Capacity_Usage,Distance,Mode,ME_1_Average_Load,Latitude_Degree,Latitude_North_South,Longitude_Degree,Longitude_East_West,Boiler_Consumption,Boiler_Consumption_MGO,Boiler_Consumption_HFO,ME_Consumption,ME_Consumption_MGO,ME_Consumption_HFO,AE_Consumption_MGO,AE_Consumption_HFO,ME_calculated_SFOC,ME_1_Running_Hours,AE_calculated_SFOC,CO2_Emitted,NOX_Emitted,SOX_Emitted,IMO
867,2019-01-27,22:12,2019-01-27,16:12,4.2,1901,USGLS,USJSY,Arrival,85741.06,0.7517,12.0,Maneuvering,2683.75,29.0,North,94.0,West,0.8,0.8,0.0,1.0,1.0,0.0,0.8,0.0,232.8877,1.6,207.0435,8.3356,0.131,0.0044,vessel_1
870,2019-01-28,19:12,2019-01-28,13:12,1.2,1901,USGLS,USJSY,StoppageArrival,0.0,0.0,5.0,Maneuvering,3723.3333,28.0,North,94.0,West,0.2,0.2,0.0,0.3,0.3,0.0,0.2,0.0,268.5819,0.3,166.67,2.2442,0.0368,0.0012,vessel_1
872,2019-01-29,04:54,2019-01-28,22:54,0.7,1902,USGLS,USJSY,BeginOfSeaPassage,0.0,0.0,5.0,Maneuvering,3830.0,28.0,North,94.0,West,0.2,0.2,0.0,0.4,0.4,0.0,0.2,0.0,208.8814,0.5,259.7454,2.5648,0.0447,0.0013,vessel_1
873,2019-01-29,18:00,2019-01-29,12:00,13.1,1902,USGLS,USJSY,NoonSea,0.0,0.0,150.0,Sailing,7468.7023,27.0,North,92.0,West,8.6,8.6,0.0,19.4,19.4,0.0,2.3,0.0,198.2869,13.1,190.8435,97.1418,1.7406,0.0509,vessel_1
874,2019-01-30,11:18,2019-01-30,05:18,17.3,1902,USGLS,USJSY,EndOfSeaPassage,0.0,0.0,195.0,Sailing,6835.8382,28.0,North,89.0,West,8.2,8.2,0.0,24.0,24.0,0.0,3.2,0.0,202.9467,17.3,227.1966,113.4924,2.1568,0.0595,vessel_1
875,2019-01-30,14:48,2019-01-30,08:48,3.5,1902,USGLS,USJSY,StoppageArrival,0.0,0.0,18.0,Maneuvering,2209.6552,28.0,North,89.0,West,0.5,0.5,0.0,1.4,1.4,0.0,0.5,0.0,218.4813,2.9,187.9737,7.6944,0.1438,0.004,vessel_1
879,2019-02-01,18:00,2019-02-01,12:00,18.0,1902,USGLS,USJSY,NoonRiver,0.0,0.0,196.0,Maneuvering,8564.5455,30.0,North,90.0,West,0.6,0.6,0.0,29.5,29.5,0.0,2.4,0.0,195.7103,17.6,196.0823,104.195,2.4983,0.0481,vessel_1
880,2019-02-01,22:36,2019-02-01,16:36,4.6,1902,USJSY,CACPT,Arrival,0.0,0.0,33.0,Maneuvering,5527.7143,26.0,North,82.0,West,0.5,0.5,0.0,3.7,3.7,0.0,0.8,0.0,191.2479,3.5,193.2406,16.03,0.3447,0.0074,vessel_1
888,2019-02-09,06:48,2019-02-09,00:48,12.8,1902,USJSY,CACPT,BeginOfSeaPassage,88124.0,0.7726,161.0,Maneuvering,8417.2656,28.0,North,89.0,West,1.3,1.3,0.0,22.0,22.0,0.0,1.6,0.0,204.1975,12.8,250.005,79.8294,1.8582,0.0369,vessel_1
889,2019-02-09,18:00,2019-02-09,12:00,11.2,1902,USJSY,CACPT,NoonSea,88124.0,0.7726,173.0,Sailing,7685.9821,26.0,North,88.0,West,1.1,1.1,0.0,18.4,18.4,0.0,1.2,0.0,213.7515,11.2,194.8091,66.3642,1.5463,0.0306,vessel_1
890,2019-02-10,00:30,2019-02-09,18:30,6.5,1902,USJSY,CACPT,LeavingSpecialArea,88124.0,0.7726,74.0,Sailing,10378.0,25.0,North,87.0,West,0.5,0.5,0.0,12.3,12.3,0.0,0.7,0.0,182.342,6.5,192.3115,43.281,1.0262,0.02,vessel_1
891,2019-02-10,00:48,2019-02-09,18:48,0.3,1902,USJSY,CACPT,BeginFuelChangeOver,88124.0,0.7726,2.0,Sailing,10378.0,25.0,North,87.0,West,0.0,0.0,0.0,0.2,0.2,0.0,0.1,0.0,64.2397,0.3,595.2499,0.9618,0.0217,0.0004,vessel_1
892,2019-02-10,01:30,2019-02-09,19:30,0.7,1902,USJSY,CACPT,EndFuelChangeOver,88124.0,0.7726,3.0,Sailing,10378.0,25.0,North,87.0,West,0.2,0.0,0.2,0.9,0.0,0.9,0.0,0.0,117.1306,0.7,255.1071,3.746,0.079,0.0613,vessel_1
893,2019-02-10,17:00,2019-02-10,12:00,15.5,1902,USJSY,CACPT,NoonSea,88124.0,0.7726,258.0,Sailing,10378.0,24.0,North,84.0,West,0.0,0.0,0.0,27.3,0.0,27.3,0.0,1.5,160.4563,15.5,163.3846,89.6832,2.2671,1.6013,vessel_1
894,2019-02-11,17:00,2019-02-11,12:00,24.0,1902,USJSY,CACPT,NoonSea,88124.0,0.7726,300.0,Sailing,11310.5833,24.0,North,79.0,West,0.0,0.0,1.8,58.7,0.0,58.7,2.4,0.0,204.4473,24.0,185.1889,196.0914,4.8399,3.3674,vessel_1
895,2019-02-12,16:00,2019-02-12,12:00,23.0,1902,USJSY,CACPT,NoonSea,88124.0,0.7726,308.0,Sailing,11305.7826,28.0,North,76.0,West,0.0,0.0,0.8,53.3,0.0,53.3,2.4,0.0,193.7931,23.0,186.3391,176.1618,4.4015,3.0115,vessel_1
896,2019-02-13,16:00,2019-02-13,12:00,24.0,1902,USJSY,CACPT,NoonSea,88124.0,0.7726,317.0,Sailing,11125.0,32.0,North,72.0,West,0.0,0.0,1.0,55.9,0.0,55.9,2.6,0.0,197.943,24.0,167.3135,185.5222,4.6221,3.1675,vessel_1
897,2019-02-14,16:00,2019-02-14,12:00,24.0,1902,USJSY,CACPT,NoonSea,88124.0,0.7726,285.0,Sailing,11143.7917,35.0,North,69.0,West,0.0,0.0,1.4,57.5,0.0,57.5,2.8,0.0,203.2652,24.0,191.2606,192.3914,4.7641,3.279,vessel_1
898,2019-02-15,12:48,2019-02-15,08:48,20.8,1902,USJSY,CACPT,BeginFuelChangeOver,88124.0,0.7726,250.0,Sailing,9203.0,39.0,North,66.0,West,0.0,0.0,1.2,48.3,0.0,48.3,2.2,0.0,238.5579,20.8,169.8001,161.1962,3.9933,2.7655,vessel_1
899,2019-02-15,16:00,2019-02-15,12:00,3.2,1902,USJSY,CACPT,NoonSea,88124.0,0.7726,38.0,Sailing,9203.0,39.0,North,65.0,West,0.5,0.0,0.5,6.2,6.2,0.0,0.0,0.0,210.5334,3.2,150.5047,22.396,0.516,0.0374,vessel_1
901,2019-02-15,16:12,2019-02-15,12:12,0.2,1902,USJSY,CACPT,EndFuelChangeOver,88124.0,0.7726,1.0,Sailing,0.0,39.0,North,65.0,West,0.0,0.0,0.0,0.3,0.3,0.0,0.1,0.0,0.0,0.0,0.0,1.2824,0.0297,0.0006,vessel_1
902,2019-02-15,17:24,2019-02-15,13:24,1.2,1902,USJSY,CACPT,EnteringSpecialArea,88124.0,0.7726,15.0,Sailing,11091.0244,40.0,North,65.0,West,0.3,0.3,0.0,2.5,2.5,0.0,0.2,0.0,187.8433,1.2,281.9088,9.618,0.2132,0.0044,vessel_1
903,2019-02-16,12:30,2019-02-16,08:30,19.1,1902,USJSY,CACPT,EndOfSeaPassage,88124.0,0.7726,252.0,Sailing,11091.0244,44.0,North,66.0,West,1.5,1.5,0.0,44.0,44.0,0.0,1.9,0.0,207.7095,19.1,168.2597,151.9644,3.6347,0.0702,vessel_1
904,2019-02-16,16:00,2019-02-16,12:00,3.5,1902,USJSY,CACPT,NoonStoppage,88124.0,0.7726,0.0,Maneuvering,8172.0,44.0,North,66.0,West,0.3,0.3,0.0,5.8,5.8,0.0,0.4,0.0,202.7871,3.5,160.969,20.839,0.4883,0.0096,vessel_1
905,2019-02-16,21:00,2019-02-16,17:00,5.0,1902,USJSY,CACPT,StoppageArrival,88124.0,0.7726,0.0,Maneuvering,6852.0,44.0,North,66.0,West,0.4,0.4,0.0,7.3,7.3,0.0,0.7,0.0,213.0807,5.0,200.004,26.9304,0.626,0.0124,vessel_1
907,2019-02-17,03:12,2019-02-16,23:12,3.2,1902,CACPT,TTPTP,Arrival,88124.0,0.7726,0.0,Maneuvering,1817.1875,45.0,North,65.0,West,0.4,0.4,0.0,1.0,1.0,0.0,0.4,0.0,171.9725,3.2,178.575,5.7708,0.1055,0.0027,vessel_1
910,2019-02-18,03:18,2019-02-17,23:18,1.8,1903V,CACPT,TTPTP,StoppageArrival,0.0,0.0,5.0,Maneuvering,1912.5,45.0,North,66.0,West,0.3,0.3,0.0,0.3,0.3,0.0,0.2,0.0,196.0823,0.8,191.5747,2.5648,0.0374,0.0012,vessel_1
913,2019-02-18,16:48,2019-02-18,12:48,0.7,1903V,CACPT,TTPTP,BeginOfSeaPassage,0.0,0.0,2.0,Maneuvering,7430.0,43.0,North,66.0,West,0.1,0.1,0.0,0.5,0.5,0.0,0.1,0.0,168.2402,0.4,204.0857,2.2442,0.0463,0.001,vessel_1
914,2019-02-19,16:00,2019-02-19,12:00,23.2,1903V,CACPT,TTPTP,NoonSea,0.0,0.0,303.0,Sailing,7906.9828,41.0,North,64.0,West,1.4,1.4,0.0,37.6,37.6,0.0,2.4,0.0,204.9735,23.2,246.9185,132.7284,3.1511,0.0613,vessel_1
915,2019-02-19,23:00,2019-02-19,19:00,7.0,1903V,CACPT,TTPTP,LeavingSpecialArea,0.0,0.0,93.0,Sailing,7570.0,39.0,North,63.0,West,0.3,0.3,0.0,10.6,10.6,0.0,0.7,0.0,200.0417,7.0,132.893,37.1896,0.889,0.0172,vessel_1
916,2019-02-19,23:12,2019-02-19,19:12,0.2,1903V,CACPT,TTPTP,BeginFuelChangeOver,0.0,0.0,0.8,Sailing,7570.0,39.0,North,63.0,West,0.0,0.0,0.0,0.2,0.2,0.0,0.1,0.0,132.103,0.2,664.4651,0.9618,0.0217,0.0004,vessel_1
917,2019-02-19,23:54,2019-02-19,19:54,0.7,1903V,CACPT,TTPTP,EndFuelChangeOver,0.0,0.0,3.0,Sailing,7570.0,39.0,North,63.0,West,0.0,0.0,0.0,0.7,0.0,0.7,0.2,0.0,124.8946,0.7,379.6943,2.821,0.0673,0.0392,vessel_1
919,2019-02-20,16:00,2019-02-20,12:00,16.1,1903V,CACPT,TTPTP,NoonSea,0.0,0.0,292.0,Sailing,7570.0,36.0,North,63.0,West,0.0,0.0,0.8,23.7,0.0,23.7,1.7,0.0,183.851,16.1,163.7333,82.6774,2.0134,1.3814,vessel_1
920,2019-02-21,16:00,2019-02-21,12:00,24.0,1903V,CACPT,TTPTP,NoonSea,0.0,0.0,277.0,Sailing,6582.0,31.0,North,62.0,West,4.9,0.0,4.9,32.1,0.0,32.1,0.0,4.2,192.1213,24.0,151.4454,128.2968,2.8383,2.2907,vessel_1
921,2019-02-22,16:00,2019-02-22,12:00,24.0,1903V,CACPT,TTPTP,NoonSea,0.0,0.0,274.0,Sailing,6699.0,27.0,North,62.0,West,2.8,0.0,2.8,35.7,0.0,35.7,0.0,3.0,209.9358,24.0,164.4264,129.231,3.0431,2.3074,vessel_1
922,2019-02-23,16:00,2019-02-23,12:00,24.0,1903V,CACPT,TTPTP,NoonSea,0.0,0.0,280.0,Sailing,6377.0,22.0,North,61.0,West,1.1,0.2,1.1,33.4,0.0,33.4,0.0,2.3,206.3281,24.0,164.7379,115.2364,2.8091,2.0464,vessel_1
923,2019-02-24,16:00,2019-02-24,12:00,24.0,1903V,CACPT,TTPTP,NoonSea,0.0,0.0,276.0,Sailing,6270.0,18.0,North,61.0,West,0.0,0.0,0.0,30.9,0.0,30.9,0.0,2.3,194.1419,24.0,171.6635,103.7054,2.606,1.8461,vessel_1
924,2019-02-25,16:00,2019-02-25,12:00,24.0,1903V,CACPT,TTPTP,NoonSea,0.0,0.0,270.0,Sailing,6195.0,14.0,North,62.0,West,0.4,0.0,0.4,31.2,0.0,31.2,0.0,2.3,198.4,24.0,162.64,106.2058,2.6385,1.8851,vessel_1
