,Date_UTC,Time_UTC,Date_Local,Time_Local,Time_Since_Previous_Report,Voyage_Number,Voyage_From,Voyage_To,Event,Cargo_Mt,Cargo_Capacity_Usage,Distance,Mode,ME_1_Average_Load,Latitude_Degree,Latitude_North_South,Longitude_Degree,Longitude_East_West,Boiler_Consumption,Boiler_Consumption_MGO,Boiler_Consumption_HFO,ME_Consumption,ME_Consumption_MGO,ME_Consumption_HFO,AE_Consumption_MGO,AE_Consumption_HFO,ME_calculated_SFOC,ME_1_Running_Hours,AE_calculated_SFOC,CO2_Emitted,NOX_Emitted,SOX_Emitted,IMO
1259,2019-07-19,17:00,2019-07-19,12:00,22.5,1919L,"STS, STBL Universal ",USS7T,NoonSea,72675.81,0.6372,250.0,Sailing,6602.5778,27.0,North,92.0,West,0.0,0.0,0.0,28.2,28.2,0.0,2.4,0.0,188.9395,22.5,195.0842,98.1036,2.3903,0.011,vessel_1
1260,2019-07-20,10:30,2019-07-20,05:30,17.5,1919L,"STS, STBL Universal ",USS7T,EndOfSeaPassage,72675.81,0.6372,200.0,Sailing,6885.4286,28.0,North,89.0,West,0.0,0.0,0.0,21.8,21.8,0.0,1.8,0.0,180.0766,17.5,200.6501,75.6616,1.8447,0.0085,vessel_1
1261,2019-07-20,13:00,2019-07-20,08:00,2.5,1919L,"STS, STBL Universal ",USS7T,StoppageArrival,72675.81,0.6372,10.0,Maneuvering,1110.9091,28.0,North,89.0,West,0.2,0.2,0.0,0.5,0.5,0.0,0.3,0.0,203.6285,2.2,195.1639,3.206,0.0584,0.0004,vessel_1
1264,2019-07-21,17:00,2019-07-21,12:00,14.0,1919L,"STS, STBL Universal ",USS7T,NoonRiver,72675.81,0.6372,118.0,Maneuvering,10153.9098,29.0,North,90.0,West,0.0,0.0,0.0,24.4,24.4,0.0,1.6,0.0,179.8352,13.3,195.0683,83.356,2.041,0.0094,vessel_1
1265,2019-07-21,23:00,2019-07-21,18:00,6.0,1919L,USS7T,USCRP,Arrival,72675.81,0.6372,25.0,Maneuvering,7394.898,0.0,0,0.0,0,0.3,0.3,0.0,6.8,6.8,0.0,0.8,0.0,186.7886,4.9,195.0683,25.3274,0.5911,0.0028,vessel_1
1268,2019-07-23,17:00,2019-07-23,12:00,4.0,1919L,USS7T,USCRP,NoonRiver,21859.61,0.1916,47.0,Maneuvering,7182.5806,29.0,North,89.0,West,0.0,0.0,0.0,4.2,4.2,0.0,0.5,0.0,187.7486,3.1,195.011,15.0682,0.3641,0.0017,vessel_1
1269,2019-07-23,23:00,2019-07-23,18:00,6.0,1919L,USS7T,USCRP,BeginOfSeaPassage,21859.61,0.1916,84.0,Maneuvering,9447.1667,28.0,North,89.0,West,0.2,0.2,0.0,10.3,10.3,0.0,0.6,0.0,180.8648,6.0,195.0364,35.5866,0.8587,0.004,vessel_1
1270,2019-07-24,17:00,2019-07-24,12:00,18.0,1919L,USS7T,USCRP,NoonSea,21859.61,0.1916,214.0,Sailing,6771.3333,27.0,North,92.0,West,0.0,0.0,0.0,21.5,21.5,0.0,1.9,0.0,175.5745,18.0,195.0834,75.0204,1.8264,0.0084,vessel_1
1271,2019-07-25,11:30,2019-07-25,06:30,18.5,1919L,USS7T,USCRP,EndOfSeaPassage,21859.61,0.1916,218.0,Sailing,6863.4595,27.0,North,96.0,West,0.1,0.1,0.0,22.5,22.5,0.0,1.6,0.0,176.3752,18.5,195.0922,77.5852,1.8899,0.0087,vessel_1
1272,2019-07-25,13:12,2019-07-25,08:12,1.7,1919L,USS7T,USCRP,StoppageArrival,21859.61,0.1916,4.5,Maneuvering,1233.0,27.0,North,96.0,West,0.1,0.1,0.0,0.2,0.2,0.0,0.2,0.0,161.4495,1.0,195.1639,1.603,0.0281,0.0002,vessel_1
1275,2019-07-26,14:18,2019-07-26,09:18,5.3,1919L,USCRP,MXDBT,Arrival,21859.61,0.1916,50.0,Maneuvering,7296.0526,27.0,North,97.0,West,0.5,0.5,0.0,5.1,5.1,0.0,0.8,0.0,183.0916,3.8,195.0683,20.5184,0.4566,0.0023,vessel_1
1278,2019-07-27,11:12,2019-07-27,06:12,4.2,1920V,USCRP,MXDBT,BeginOfSeaPassage,0.0,0.0,50.0,Maneuvering,7677.7143,29.0,North,96.0,West,0.2,0.2,0.0,4.6,4.6,0.0,0.5,0.0,170.3835,3.5,195.011,16.9918,0.3975,0.0019,vessel_1
1279,2019-07-27,17:00,2019-07-27,12:00,5.8,1920V,USCRP,MXDBT,NoonSea,0.0,0.0,49.0,Sailing,2706.3793,27.0,North,96.0,West,0.3,0.3,0.0,3.0,3.0,0.0,0.8,0.0,190.2279,5.8,195.0683,13.1446,0.2874,0.0015,vessel_1
1280,2019-07-28,11:12,2019-07-28,06:12,18.2,1920V,USCRP,MXDBT,BeginFuelChangeOver,0.0,0.0,92.4,Sailing,2691.7083,25.0,North,95.0,West,1.6,1.6,0.0,6.3,6.3,0.0,2.0,0.0,128.0003,18.2,190.5533,31.7394,0.6285,0.0036,vessel_1
1281,2019-07-28,15:00,2019-07-28,10:00,3.8,1920V,USCRP,MXDBT,EndFuelChangeOver,0.0,0.0,28.2,Sailing,2691.7083,25.0,North,95.0,West,0.0,0.0,0.1,3.1,0.0,3.1,0.5,0.0,285.5492,3.8,228.1625,11.5678,0.2769,0.205,vessel_1
1282,2019-07-28,17:00,2019-07-28,12:00,2.0,1920V,USCRP,MXDBT,NoonSea,0.0,0.0,26.0,Sailing,2691.7083,24.0,North,95.0,West,0.0,0.0,0.0,2.7,0.0,2.7,0.2,0.0,472.5378,2.0,173.4035,9.049,0.2272,0.1729,vessel_1
1283,2019-07-29,17:00,2019-07-29,12:00,24.0,1920V,USCRP,MXDBT,NoonSea,0.0,0.0,304.0,Sailing,8337.4167,20.0,North,93.0,West,0.0,0.0,0.0,27.7,0.0,34.4,0.0,2.6,162.4283,24.0,185.3129,115.218,2.8971,2.1135,vessel_1
1284,2019-07-30,05:06,2019-07-30,00:06,12.1,1920V,USCRP,MXDBT,EndOfSeaPassage,0.0,0.0,91.0,Sailing,5307.8652,18.0,North,93.0,West,0.3,0.0,0.3,8.6,0.0,8.6,0.0,1.3,172.1187,8.9,185.2989,31.7628,0.7634,0.5671,vessel_1
1285,2019-07-30,06:18,2019-07-30,01:18,1.2,1920V,USCRP,MXDBT,StoppageArrival,0.0,0.0,3.5,Maneuvering,2265.7143,18.0,North,93.0,West,0.2,0.0,0.2,0.3,0.0,0.3,0.0,0.1,178.8371,0.7,184.6586,1.8684,0.0311,0.0334,vessel_1
1288,2019-07-30,22:24,2019-07-30,17:24,4.4,1920V,MXDBT,USHOU,Arrival,0.0,0.0,8.0,Maneuvering,1921.5789,0.0,0,0.0,0,0.5,0.0,0.5,0.7,0.0,0.7,0.0,0.6,181.2699,1.9,185.2617,5.6052,0.0936,0.1001,vessel_1
1291,2019-08-01,00:24,2019-07-31,19:24,1.6,1920V,MXDBT,USHOU,BeginOfSeaPassage,79912.946,0.7006,5.0,Maneuvering,4931.25,18.0,North,93.0,West,0.1,0.0,0.1,0.7,0.0,0.7,0.0,0.2,167.7608,0.8,185.3828,3.114,0.068,0.0556,vessel_1
1293,2019-08-01,17:00,2019-08-01,12:00,16.6,1920V,MXDBT,USHOU,NoonSea,79912.946,0.7006,212.0,Sailing,8314.4578,21.0,North,93.0,West,0.0,0.0,0.0,23.3,0.0,23.3,0.0,1.7,159.6075,16.6,185.3828,77.85,1.9588,1.39,vessel_1
1294,2019-08-02,09:00,2019-08-02,04:00,16.0,1920V,MXDBT,USHOU,BeginFuelChangeOver,79912.946,0.7006,199.0,Sailing,6919.125,25.0,North,94.0,West,1.6,1.6,0.0,20.9,0.0,20.9,0.8,0.0,178.4903,16.0,206.8799,76.2024,1.7895,1.2241,vessel_1
1295,2019-08-02,11:00,2019-08-02,06:00,2.0,1920V,MXDBT,USHOU,EndFuelChangeOver,79912.946,0.7006,23.6,Sailing,6919.125,25.0,North,94.0,West,0.0,0.0,0.0,3.4,3.4,0.0,0.2,0.0,244.5499,2.0,179.4206,11.5416,0.2831,0.0013,vessel_1
1296,2019-08-02,17:00,2019-08-02,12:00,6.0,1920V,MXDBT,USHOU,NoonSea,79912.946,0.7006,35.0,Sailing,6919.125,26.0,North,94.0,West,0.0,0.0,0.0,4.0,4.0,0.0,0.7,0.0,95.9019,6.0,209.3241,15.0682,0.3595,0.0017,vessel_1
1297,2019-08-03,10:00,2019-08-03,05:00,17.0,1920V,MXDBT,USHOU,EndOfSeaPassage,79912.946,0.7006,185.0,Sailing,6302.2754,29.0,North,94.0,West,0.3,0.3,0.0,18.4,18.4,0.0,1.9,0.0,174.0098,16.7,195.0834,66.0436,1.5807,0.0074,vessel_1
1298,2019-08-03,12:24,2019-08-03,07:24,2.4,1920V,MXDBT,USHOU,StoppageArrival,79912.946,0.7006,10.0,Maneuvering,1563.1579,29.0,North,94.0,West,0.3,0.3,0.0,0.6,0.6,0.0,0.3,0.0,201.078,1.9,195.1639,3.8472,0.0671,0.0004,vessel_1
1303,2019-08-06,17:00,2019-08-06,12:00,2.3,1920V,MXDBT,USHOU,NoonRiver,79912.946,0.7006,20.0,Maneuvering,3559.1667,29.0,North,94.0,West,0.2,0.2,0.0,0.8,0.8,0.0,0.3,0.0,186.4361,1.2,195.1639,4.1678,0.0824,0.0005,vessel_1
1304,2019-08-06,23:00,2019-08-06,18:00,6.0,1920V,USHOU,"Unspecified, Galvest",Arrival,79912.946,0.7006,55.0,Maneuvering,7652.1818,29.0,North,95.0,West,0.3,0.3,0.0,7.5,7.5,0.0,0.8,0.0,177.3712,5.5,195.0683,27.5716,0.647,0.0031,vessel_1
1308,2019-08-08,23:24,2019-08-08,18:24,5.7,1921RL,"Unspecified, Galvest",USHOU,Arrival,0.0,0.0,50.0,Maneuvering,7116.4706,29.0,North,94.0,West,0.4,0.4,0.0,6.2,6.2,0.0,0.7,0.0,170.0304,5.1,195.0546,23.4038,0.5381,0.0026,vessel_1
1311,2019-08-10,03:54,2019-08-09,22:54,7.4,1921RL,USHOU,"STS, Galveston Offho",Arrival,0.0,0.0,50.0,Maneuvering,7432.807,29.0,North,95.0,West,0.4,0.4,0.0,7.4,7.4,0.0,1.0,0.0,173.8496,5.7,195.0874,28.2128,0.6511,0.0032,vessel_1
1314,2019-08-11,17:00,2019-08-11,12:00,5.5,1921RL,USHOU,"STS, Galveston Offho",NoonRiver,95622.09,0.8383,40.0,Maneuvering,9053.1373,29.0,North,94.0,West,0.1,0.1,0.0,8.1,8.1,0.0,0.7,0.0,174.6166,5.1,195.0546,28.5334,0.6879,0.0032,vessel_1
1315,2019-08-11,17:48,2019-08-11,12:48,0.8,1921RL,USHOU,"STS, Galveston Offho",BeginOfSeaPassage,95622.09,0.8383,2.0,Maneuvering,5772.5,29.0,North,94.0,West,0.0,0.0,0.0,0.8,0.8,0.0,0.1,0.0,172.4272,0.8,195.1639,2.8854,0.0696,0.0003,vessel_1
1316,2019-08-11,21:00,2019-08-11,16:00,3.2,1921RL,USHOU,"STS, Galveston Offho",EndOfSeaPassage,95622.09,0.8383,35.0,Sailing,7565.9375,28.0,North,94.0,West,0.0,0.0,0.0,4.2,4.2,0.0,0.4,0.0,172.6658,3.2,195.0683,14.7476,0.3584,0.0017,vessel_1
1317,2019-08-12,01:00,2019-08-11,20:00,4.0,1921RL,"STS, Galveston Offho",MXDBT,ArrivalSTS,95622.09,0.8383,10.0,Maneuvering,2373.0769,28.0,North,94.0,West,0.4,0.4,0.0,1.1,1.1,0.0,0.6,0.0,177.4505,2.6,195.0364,6.7326,0.1249,0.0008,vessel_1
1320,2019-08-13,02:18,2019-08-12,21:18,2.8,1921RL,"STS, Galveston Offho",MXDBT,StoppageArrival,0.0,0.0,9.0,Maneuvering,4819.2857,28.0,North,94.0,West,0.3,0.3,0.0,1.2,1.2,0.0,0.6,0.0,177.0273,1.4,195.0364,6.7326,0.1322,0.0008,vessel_1
1325,2019-08-15,22:12,2019-08-15,17:12,0.5,1922,"STS, Galveston Offho",MXDBT,BeginOfSeaPassage,0.0,0.0,4.0,Maneuvering,5076.0,28.0,North,94.0,West,0.1,0.1,0.0,0.3,0.3,0.0,0.1,0.0,176.478,0.3333,194.782,1.603,0.0304,0.0002,vessel_1
1326,2019-08-16,17:00,2019-08-16,12:00,18.8,1922,"STS, Galveston Offho",MXDBT,NoonSea,0.0,0.0,155.0,Sailing,3243.8378,26.0,North,94.0,West,1.7,1.7,0.0,10.6,10.6,0.0,2.2,0.0,175.8105,18.5,195.0944,46.487,0.9842,0.0052,vessel_1
1327,2019-08-16,18:54,2019-08-16,13:54,1.9,1922,"STS, Galveston Offho",MXDBT,BeginFuelChangeOver,0.0,0.0,21.0,Sailing,8613.4167,25.0,North,94.0,West,0.2,0.2,0.0,2.0,2.0,0.0,0.2,0.0,121.6384,1.9,197.1564,7.6944,0.1726,0.0009,vessel_1
1328,2019-08-16,21:00,2019-08-16,16:00,2.1,1922,"STS, Galveston Offho",MXDBT,EndFuelChangeOver,0.0,0.0,26.0,Sailing,8613.4167,25.0,North,94.0,West,0.0,0.0,0.0,3.3,0.0,3.3,0.0,0.2,172.4879,2.1,169.4397,10.899,0.2751,0.1946,vessel_1
1329,2019-08-17,17:00,2019-08-17,12:00,20.0,1922,"STS, Galveston Offho",MXDBT,NoonSea,0.0,0.0,258.0,Sailing,8613.4167,21.0,North,93.0,West,0.0,0.0,0.0,31.0,0.0,31.0,0.0,2.0,170.1358,20.0,177.9116,102.762,2.5912,1.8348,vessel_1
1330,2019-08-18,05:30,2019-08-18,00:30,12.5,1922,"STS, Galveston Offho",MXDBT,EndOfSeaPassage,0.0,0.0,163.0,Sailing,9058.0,18.0,North,93.0,West,0.0,0.0,0.0,16.1,0.0,19.6,0.0,1.4,163.3643,12.5,184.9177,65.394,1.6461,1.3461,vessel_1
1331,2019-08-18,07:12,2019-08-18,02:12,1.7,1922,"STS, Galveston Offho",MXDBT,StoppageArrival,0.0,0.0,5.0,Maneuvering,2127.1429,18.0,North,93.0,West,0.2,0.0,0.2,0.6,0.0,0.6,0.0,0.2,190.0627,1.4,184.9695,3.114,0.0607,0.0658,vessel_1
1335,2019-08-20,17:00,2019-08-20,12:00,3.5,1922,"STS, Galveston Offho",MXDBT,NoonRiver,0.0,0.0,5.0,Maneuvering,4267.2727,18.0,North,93.0,West,0.6,0.0,0.6,1.4,0.0,1.4,0.0,0.5,281.3554,1.1,184.8245,7.785,0.1445,0.1645,vessel_1
1336,2019-08-20,17:18,2019-08-20,12:18,0.3,1922,MXDBT,USCRP,Arrival,0.0,0.0,2.0,Maneuvering,5000.0,0.0,0,0.0,0,0.1,0.0,0.1,0.3,0.0,0.3,0.0,0.1,283.0033,0.2,186.064,1.557,0.0304,0.0329,vessel_1
1339,2019-08-22,08:30,2019-08-22,03:30,1.5,1922,MXDBT,USCRP,BeginOfSeaPassage,77572.104,0.6801,5.0,Maneuvering,1948.4615,18.0,North,93.0,West,0.1,0.0,0.1,0.5,0.0,0.5,0.0,0.2,186.2109,1.3,184.2469,2.4912,0.052,0.0526,vessel_1
1340,2019-08-22,17:00,2019-08-22,12:00,8.5,1922,MXDBT,USCRP,NoonSea,77572.104,0.6801,106.0,Sailing,8723.4118,20.0,North,93.0,West,0.0,0.0,0.0,12.1,0.0,12.1,0.0,1.0,153.9396,8.5,184.897,40.7934,1.0239,0.862,vessel_1
1341,2019-08-23,17:00,2019-08-23,12:00,24.0,1922,MXDBT,USCRP,NoonSea,77572.104,0.6801,305.0,Sailing,9033.0,24.0,North,95.0,West,0.1,0.0,0.1,38.0,0.0,38.0,0.0,2.8,165.3524,24.0,185.2208,127.6832,3.2026,2.6913,vessel_1
1342,2019-08-23,18:00,2019-08-23,13:00,1.0,1922,MXDBT,USCRP,BeginFuelChangeOver,77572.104,0.6801,13.0,Sailing,6514.2458,25.0,North,95.0,West,0.0,0.0,0.1,1.7,0.0,1.7,0.2,0.0,248.9319,0.989,282.4866,6.2464,0.1479,0.1185,vessel_1
1343,2019-08-23,21:30,2019-08-23,16:30,3.5,1922,MXDBT,USCRP,EndFuelChangeOver,77572.104,0.6801,40.0,Sailing,6514.2458,25.0,North,95.0,West,0.2,0.2,0.0,4.0,4.0,0.0,0.6,0.0,176.5725,3.4613,242.1313,15.3888,0.3552,0.0017,vessel_1
1344,2019-08-24,11:06,2019-08-24,06:06,13.6,1922,MXDBT,USCRP,EndOfSeaPassage,77572.104,0.6801,154.0,Sailing,6514.2458,27.0,North,96.0,West,0.2,0.2,0.0,14.6,14.6,0.0,1.7,0.0,165.8613,13.4497,176.5541,52.899,1.265,0.0059,vessel_1
1345,2019-08-24,12:30,2019-08-24,07:30,1.4,1922,MXDBT,USCRP,StoppageArrival,77572.104,0.6801,5.0,Maneuvering,1735.0,27.0,North,96.0,West,0.2,0.2,0.0,0.3,0.3,0.0,0.2,0.0,172.1042,1.0,194.4016,2.2442,0.0368,0.0003,vessel_1
1348,2019-08-24,22:12,2019-08-24,17:12,5.2,1922,USCRP,USCRP,Arrival,77572.104,0.6801,52.0,Maneuvering,6964.6512,27.0,North,97.0,West,0.4,0.4,0.0,5.0,5.0,0.0,0.6,0.0,166.1774,4.3,195.0364,19.236,0.4365,0.0022,vessel_1
1351,2019-08-26,03:30,2019-08-25,22:30,4.6,1922,USCRP,USCRP,StoppageArrival,37741.879,0.3309,48.0,Maneuvering,7407.3684,27.0,North,96.0,West,0.4,0.4,0.0,4.8,4.8,0.0,0.6,0.0,169.7319,3.8,195.0364,18.5948,0.4205,0.0021,vessel_1
1359,2019-09-01,07:18,2019-09-01,02:18,5.8,1922,USCRP,"Unspecified, GOLA 1",Arrival,37741.879,0.3309,52.0,Maneuvering,7601.5,27.0,North,97.0,West,0.4,0.4,0.0,5.1,5.1,0.0,0.8,0.0,166.9478,4.0,195.0683,20.1978,0.4559,0.0023,vessel_1
1363,2019-09-02,20:18,2019-09-02,15:18,3.0,1923,USCRP,"Unspecified, GOLA 1",BeginOfSeaPassage,0.0,0.0,28.0,Maneuvering,8839.2593,27.0,North,96.0,West,0.2,0.2,0.0,4.0,4.0,0.0,0.4,0.0,166.8207,2.7,195.1639,14.7476,0.3438,0.0017,vessel_1
1364,2019-09-03,13:06,2019-09-03,08:06,16.8,1923,USCRP,"Unspecified, GOLA 1",EndOfSeaPassage,0.0,0.0,185.0,Sailing,6685.4762,28.0,North,94.0,West,0.0,0.0,0.0,18.8,18.8,0.0,1.8,0.0,166.6042,16.8,195.0789,66.0436,1.6049,0.0074,vessel_1
1365,2019-09-03,14:42,2019-09-03,09:42,1.6,1923,"Unspecified, GOLA 1",USCRP,Arrival,0.0,0.0,15.0,Maneuvering,4512.5,28.0,North,94.0,West,0.2,0.2,0.0,1.0,1.0,0.0,0.2,0.0,183.8109,1.2,195.1639,4.4884,0.0927,0.0005,vessel_1
1370,2019-09-06,17:00,2019-09-06,12:00,24.0,1923,USGLS,USCRP,NoonPort,0.0,0.0,0.0,Waiting in port,2358.2143,28.0,North,94.0,West,4.8,4.8,0.0,1.2,1.2,0.0,3.2,0.0,180.888,2.8,195.0802,29.4952,0.3114,0.0033,vessel_1
1372,2019-09-06,20:00,2019-09-06,15:00,1.8,1923,USGLS,USCRP,BeginOfSeaPassage,67975.333,0.596,5.0,Maneuvering,6075.7143,28.0,North,94.0,West,0.2,0.2,0.0,0.7,0.7,0.0,0.2,0.0,163.8221,0.7,194.4016,3.5266,0.0687,0.0004,vessel_1
1373,2019-09-07,11:00,2019-09-07,06:00,15.0,1923,USGLS,USCRP,EndOfSeaPassage,67975.333,0.596,170.0,Sailing,7260.2,27.0,North,96.0,West,0.0,0.0,0.0,18.7,18.7,0.0,1.7,0.0,170.9116,15.0,201.0063,65.4024,1.5912,0.0073,vessel_1
1374,2019-09-07,17:00,2019-09-07,12:00,6.0,1923,USGLS,USCRP,NoonRiver,67975.333,0.596,40.0,Maneuvering,7409.0698,27.0,North,97.0,West,0.6,0.6,0.0,5.6,5.6,0.0,0.8,0.0,174.9547,4.3,194.6867,22.442,0.4972,0.0025,vessel_1
1375,2019-09-07,19:06,2019-09-07,14:06,2.1,1923,USCRP,USCRP,Arrival,67975.333,0.596,7.0,Maneuvering,3095.7143,27.0,North,97.0,West,0.3,0.3,0.0,0.4,0.4,0.0,0.3,0.0,183.7261,0.7,195.1639,3.206,0.0511,0.0004,vessel_1
1377,2019-09-08,17:00,2019-09-08,12:00,2.3,1923,USCRP,USCRP,NoonRiver,43432.676,0.3808,20.0,Maneuvering,8130.625,27.0,North,97.0,West,0.2,0.2,0.0,2.2,2.2,0.0,0.4,0.0,168.3249,1.6,195.1639,8.9768,0.2,0.001,vessel_1
1378,2019-09-08,19:24,2019-09-08,14:24,2.4,1923,USCRP,USCRP,StoppageArrival,43432.676,0.3808,28.0,Maneuvering,7016.3636,27.0,North,96.0,West,0.2,0.2,0.0,2.7,2.7,0.0,0.3,0.0,174.1,2.2,195.1639,10.2592,0.2342,0.0012,vessel_1
1382,2019-09-11,13:48,2019-09-11,08:48,6.3,1923,USCRP,USCRP,Arrival,43432.676,0.3808,48.0,Maneuvering,8971.0811,27.0,North,97.0,West,0.6,0.6,0.0,5.7,5.7,0.0,0.9,0.0,170.922,3.7,195.0789,23.0832,0.5109,0.0026,vessel_1
1385,2019-09-12,17:00,2019-09-12,12:00,1.0,1923,USCRP,USCRP,NoonRiver,21143.649,0.1854,0.5,Maneuvering,5000.0,27.0,North,97.0,West,0.1,0.1,0.0,0.1,0.1,0.0,0.2,0.0,199.0672,0.1,195.1639,1.2824,0.0201,0.0001,vessel_1
1386,2019-09-12,21:00,2019-09-12,16:00,4.0,1923,USCRP,USCRP,StoppageArrival,21143.649,0.1854,48.0,Maneuvering,8118.2353,27.0,North,96.0,West,0.2,0.2,0.0,4.8,4.8,0.0,0.5,0.0,173.0894,3.4,195.011,17.633,0.4135,0.002,vessel_1
1392,2019-09-16,22:42,2019-09-16,17:42,4.7,1923,USCRP,MXDBT,Arrival,21143.649,0.1854,48.0,Maneuvering,8168.8235,27.0,North,97.0,West,0.3,0.3,0.0,4.8,4.8,0.0,0.6,0.0,172.0175,3.4,195.0364,18.2742,0.4198,0.0021,vessel_1
1394,2019-09-17,17:00,2019-09-17,12:00,1.0,1924,USCRP,MXDBT,NoonRiver,0.0,0.0,2.0,Maneuvering,1733.3333,27.0,North,97.0,West,0.1,0.1,0.0,0.1,0.1,0.0,0.1,0.0,191.4108,0.3,195.1639,0.9618,0.0144,0.0001,vessel_1
1395,2019-09-17,19:24,2019-09-17,14:24,2.4,1924,USCRP,MXDBT,BeginOfSeaPassage,0.0,0.0,40.0,Maneuvering,9225.8333,27.0,North,96.0,West,0.1,0.1,0.0,3.8,3.8,0.0,0.4,0.0,170.8191,2.4,195.1639,13.7858,0.3272,0.0015,vessel_1
1396,2019-09-18,08:30,2019-09-18,03:30,13.1,1924,USCRP,MXDBT,BeginFuelChangeOver,0.0,0.0,147.0,Sailing,7728.9815,25.0,North,95.0,West,0.0,0.0,0.0,14.078,15.9,0.0,1.3,0.0,156.9564,13.1,174.2355,55.1432,1.3447,0.0011,vessel_1
1397,2019-09-18,10:18,2019-09-18,05:18,1.8,1924,USCRP,MXDBT,EndFuelChangeOver,0.0,0.0,22.0,Sailing,7728.9815,25.0,North,95.0,West,0.1,0.0,0.1,2.7,0.0,2.7,0.0,0.3,183.0793,1.8,277.3409,9.6534,0.2335,0.204,vessel_1
1398,2019-09-18,17:00,2019-09-18,12:00,6.7,1924,USCRP,MXDBT,NoonSea,0.0,0.0,85.0,Sailing,7728.9815,24.0,North,95.0,West,0.1,0.0,0.1,10.7,0.0,10.7,0.0,0.8,194.9202,6.7,198.692,36.1224,0.9013,0.7633,vessel_1
1399,2019-09-19,17:00,2019-09-19,12:00,24.0,1924,USCRP,MXDBT,NoonSea,0.0,0.0,289.0,Sailing,8771.7083,19.0,North,93.0,West,0.2,0.0,0.2,38.2,0.0,38.2,0.0,3.0,171.1741,24.0,184.897,128.9196,3.225,2.7241,vessel_1
1400,2019-09-19,22:30,2019-09-19,17:30,5.5,1924,USCRP,MXDBT,EndOfSeaPassage,0.0,0.0,69.0,Sailing,8810.3636,18.0,North,93.0,West,0.1,0.0,0.1,8.8,0.0,8.8,0.0,0.7,171.3154,5.5,184.9177,29.8944,0.7438,0.6317,vessel_1
1401,2019-09-19,23:30,2019-09-19,18:30,1.0,1924,USCRP,MXDBT,StoppageArrival,0.0,0.0,5.0,Maneuvering,2528.0,18.0,North,93.0,West,0.1,0.0,0.1,0.5,0.0,0.5,0.0,0.2,186.5792,1.0,184.9695,2.4912,0.052,0.0526,vessel_1
1409,2019-09-26,17:00,2019-09-26,12:00,1.0,1924,USCRP,MXDBT,NoonRiver,0.0,0.0,2.0,Maneuvering,1997.5,18.0,North,93.0,West,0.1,0.0,0.1,0.1,0.0,0.1,0.0,0.1,118.0656,0.4,184.9695,0.9342,0.0144,0.0197,vessel_1
1410,2019-09-26,19:48,2019-09-26,14:48,2.8,1924,MXDBT,USHOU,Arrival,0.0,0.0,6.0,Maneuvering,2734.0,0.0,0,0.0,0,0.3,0.0,0.3,0.5,0.0,0.5,0.0,0.5,172.5209,1.0,185.2601,4.0482,0.0705,0.0855,vessel_1
1413,2019-09-27,20:30,2019-09-27,15:30,2.5,1924,MXDBT,USHOU,BeginOfSeaPassage,84148.544,0.7377,7.0,Maneuvering,5945.0,18.0,North,93.0,West,0.2,0.0,0.2,1.2,0.0,1.2,0.0,0.4,158.6786,1.2,184.9695,5.6052,0.1201,0.1184,vessel_1
1414,2019-09-28,17:00,2019-09-28,12:00,20.5,1924,MXDBT,USHOU,NoonSea,84148.544,0.7377,264.0,Sailing,10908.5366,22.0,North,93.0,West,0.0,0.0,0.0,39.0,0.0,39.0,0.0,2.6,164.5184,20.5,184.8998,129.5424,3.2647,2.7373,vessel_1
1415,2019-09-29,06:00,2019-09-29,01:00,13.0,1924,MXDBT,USHOU,BeginFuelChangeOver,84148.544,0.7377,167.0,Sailing,9753.5622,25.0,North,94.0,West,0.2,0.2,0.2,24.2,0.0,24.2,1.0,0.0,185.4532,12.6208,201.8943,81.6972,2.0278,1.645,vessel_1
1416,2019-09-29,07:42,2019-09-29,02:42,1.7,1924,MXDBT,USHOU,EndFuelChangeOver,84148.544,0.7377,12.0,Sailing,9753.5622,25.0,North,94.0,West,0.1,0.1,0.0,1.6,1.6,0.0,0.2,0.0,99.3967,1.6504,197.1778,6.0914,0.1399,0.0,vessel_1
1417,2019-09-29,17:00,2019-09-29,12:00,9.3,1924,MXDBT,USHOU,NoonSea,84148.544,0.7377,108.0,Sailing,9753.5622,27.0,North,94.0,West,0.0,0.0,0.0,13.6,13.6,0.0,1.0,0.0,154.4389,9.0288,180.2162,46.8076,1.1438,0.0,vessel_1
1418,2019-09-30,01:36,2019-09-29,20:36,8.6,1924,MXDBT,USHOU,EndOfSeaPassage,84148.544,0.7377,105.0,Sailing,8082.7907,28.0,North,94.0,West,0.0,0.0,0.0,12.3,12.3,0.0,1.0,0.0,176.9514,8.6,196.0055,42.6398,1.0399,0.0,vessel_1
1419,2019-09-30,03:54,2019-09-29,22:54,2.3,1924,MXDBT,USHOU,StoppageArrival,84148.544,0.7377,10.0,Maneuvering,3166.6667,29.0,North,94.0,West,0.2,0.2,0.0,1.0,1.0,0.0,0.3,0.0,175.4421,1.8,196.0823,4.809,0.0984,0.0,vessel_1
1421,2019-09-30,17:00,2019-09-30,12:00,5.0,1924,MXDBT,USHOU,NoonRiver,84148.544,0.7377,48.0,Maneuvering,8971.1364,29.0,North,94.0,West,0.2,0.2,0.0,6.9,6.9,0.0,0.8,0.0,174.8065,4.4,195.9863,25.3274,0.5984,0.0,vessel_1
