,Date_UTC,Time_UTC,Date_Local,Time_Local,Time_Since_Previous_Report,Voyage_Number,Voyage_From,Voyage_To,Event,Cargo_Mt,Cargo_Capacity_Usage,Distance,Mode,ME_1_Average_Load,Latitude_Degree,Latitude_North_South,Longitude_Degree,Longitude_East_West,Boiler_Consumption,Boiler_Consumption_MGO,Boiler_Consumption_HFO,ME_Consumption,ME_Consumption_MGO,ME_Consumption_HFO,AE_Consumption_MGO,AE_Consumption_HFO,ME_calculated_SFOC,ME_1_Running_Hours,AE_calculated_SFOC,CO2_Emitted,NOX_Emitted,SOX_Emitted,IMO
1,2018-01-02,15:42,2018-01-02,09:42,21.7,1801RL,USHPY,USCRP,StoppageDeparture,0.0,0.0,0.0,Anchoring,6000.0,29.0,North,94.0,West,2.3,2.3,0.0,1.4,1.4,0.0,2.3,0.0,232.9555,1.0,205.944,19.236,0.2588,0.0096,vessel_0
3,2018-01-02,18:00,2018-01-02,12:00,2.3,1801RL,USHPY,USCRP,NoonSea,0.0,0.0,27.0,Sailing,8090.0,28.0,North,95.0,West,0.0,0.0,0.0,4.3,4.3,0.0,0.2,0.0,230.7216,2.3,144.6928,14.427,0.355,0.0072,vessel_0
4,2018-01-03,02:00,2018-01-02,20:00,8.0,1801RL,USHPY,USCRP,EndOfSeaPassage,0.0,0.0,108.0,Sailing,10671.0,27.0,North,96.0,West,0.0,0.0,0.0,9.9,16.6,0.0,1.0,0.0,194.0638,8.0,191.8161,57.0668,1.3835,0.0285,vessel_0
5,2018-01-03,04:42,2018-01-02,22:42,2.7,1801RL,USHPY,USCRP,StoppageArrival,0.0,0.0,21.0,Maneuvering,3034.8148,27.0,North,96.0,West,0.1,0.1,0.0,2.6,2.6,0.0,0.4,0.0,316.4942,2.7,246.2824,9.9386,0.2313,0.005,vessel_0
7,2018-01-03,17:18,2018-01-03,11:18,3.7,1801RL,USCRP,USGUM,Arrival,0.0,0.0,20.5,Maneuvering,1713.0435,27.0,North,97.0,West,0.2,0.2,0.0,3.6,3.6,0.0,0.5,0.0,911.3699,2.3,224.6495,13.7858,0.3176,0.0069,vessel_0
10,2018-01-04,16:42,2018-01-04,10:42,2.5,1801RL,USCRP,USGUM,BeginOfSeaPassage,58669.39,0.5145,16.0,Maneuvering,3200.0,27.0,North,96.0,West,0.2,0.2,0.0,2.3,2.3,0.0,0.3,0.0,286.7651,2.5,199.4887,8.9768,0.2023,0.0045,vessel_0
11,2018-01-04,18:00,2018-01-04,12:00,1.3,1801RL,USCRP,USGUM,NoonSea,58669.39,0.5145,15.0,Sailing,8883.0769,27.0,North,96.0,West,0.0,0.0,0.0,2.2,2.2,0.0,0.1,0.0,190.0222,1.3,127.8774,7.3738,0.1815,0.0037,vessel_0
12,2018-01-05,06:36,2018-01-05,00:36,12.6,1801RL,USCRP,USGUM,EndOfSeaPassage,58669.39,0.5145,163.0,Sailing,8965.0,28.0,North,94.0,West,0.0,0.0,0.0,22.1,22.1,0.0,1.6,0.0,195.1461,12.6,231.459,75.9822,1.8572,0.0379,vessel_0
13,2018-01-05,11:30,2018-01-05,05:30,4.9,1801RL,USGUM,USGUM,Arrival,58669.39,0.5145,22.0,Maneuvering,1145.0,0.0,0,0.0,0,0.5,0.5,0.0,1.6,1.6,0.0,0.7,0.0,464.6026,3.0,203.5599,8.9768,0.1712,0.0045,vessel_0
16,2018-01-06,09:18,2018-01-06,03:18,15.3,1801RL,USGUM,USGUM,StoppageArrival,0.0,0.0,3.5092,Waiting in port,1712.5,28.0,North,93.0,West,22.0,22.0,0.0,0.4,0.4,0.0,2.5,0.0,291.2245,0.8,148.1645,79.8294,0.3261,0.0398,vessel_0
19,2018-01-06,23:24,2018-01-06,17:24,2.2,1801RL,USGUM,USGUM,StoppageArrival,0.0,0.0,10.0,Maneuvering,3000.0,28.0,North,93.0,West,0.2,0.2,0.0,2.5,2.5,0.0,0.3,0.0,461.7795,1.8,194.3072,9.618,0.2183,0.0048,vessel_0
21,2018-01-07,08:18,2018-01-07,02:18,3.7,1802L,USGUM,USGUM,Arrival,0.0,0.0,10.0,Maneuvering,1000.0,0.0,0,0.0,0,1.1,1.1,0.0,0.9,0.9,0.0,1.5,0.0,448.8497,2.0,187.4894,11.221,0.165,0.0056,vessel_0
24,2018-01-08,05:12,2018-01-07,23:12,11.2,1802L,USGUM,USGUM,StoppageArrival,0.0,0.0,3.2153,Waiting in port,1000.0,28.0,North,94.0,West,3.4,3.4,0.0,0.3,0.3,0.0,1.7,0.0,498.7219,0.6,216.2824,17.3124,0.1443,0.0086,vessel_0
27,2018-01-09,14:18,2018-01-09,08:18,2.6,1802L,USGUM,USLCH,Arrival,0.0,0.0,5.0,Maneuvering,1000.0,0.0,0,0.0,0,0.3,0.3,0.0,0.6,0.6,0.0,0.3,0.0,498.7219,1.2,164.4138,3.8472,0.0671,0.0019,vessel_0
30,2018-01-10,01:42,2018-01-09,19:42,3.5,1802L,USGUM,USLCH,BeginOfSeaPassage,0.0,0.0,10.0,Maneuvering,1700.0,28.0,North,94.0,West,0.4,0.4,0.0,1.1,1.1,0.0,0.5,0.0,806.756,0.8,203.5599,6.7326,0.1192,0.0034,vessel_0
31,2018-01-10,09:00,2018-01-10,03:00,7.3,1802L,USGUM,USLCH,EndOfSeaPassage,0.0,0.0,82.0,Sailing,9300.0,29.0,North,93.0,West,0.0,0.0,0.0,13.4,13.4,0.0,0.9,0.0,196.8736,7.3,245.945,46.8076,1.1221,0.0234,vessel_0
32,2018-01-10,10:24,2018-01-10,04:24,1.4,1802L,USGUM,USLCH,StoppageArrival,0.0,0.0,10.0,Maneuvering,2500.0,29.0,North,93.0,West,0.1,0.1,0.0,1.1,1.1,0.0,0.2,0.0,313.4823,1.4,237.4866,4.4884,0.1,0.0022,vessel_0
42,2018-01-18,05:36,2018-01-17,23:36,8.6,1802L,USLCH,USHOU,Arrival,0.0,0.0,52.0,Maneuvering,1739.5349,30.0,North,93.0,West,4.4,4.4,0.0,10.3,10.3,0.0,1.2,0.0,686.7427,8.6,142.492,50.9754,0.9218,0.0254,vessel_0
46,2018-01-20,08:00,2018-01-20,02:00,5.9,1803RL,USLCH,USHOU,BeginOfSeaPassage,0.0,0.0,37.0,Maneuvering,1700.0,29.0,North,93.0,West,0.3,0.3,0.0,6.5,6.5,0.0,0.8,0.0,693.4101,5.5,193.2094,25.648,0.5671,0.0128,vessel_0
47,2018-01-20,13:30,2018-01-20,07:30,5.5,1803RL,USLCH,USHOU,EndOfSeaPassage,0.0,0.0,71.0,Sailing,10000.0,29.0,North,94.0,West,0.0,0.0,0.0,10.8,10.8,0.0,0.7,0.0,195.8617,5.5,181.3534,37.8308,0.9029,0.0189,vessel_0
48,2018-01-20,15:00,2018-01-20,09:00,1.5,1803RL,USLCH,USHOU,StoppageArrival,0.0,0.0,12.0,Maneuvering,2873.0769,29.0,North,94.0,West,0.1,0.1,0.0,1.1,1.1,0.0,0.2,0.0,293.7585,1.3,189.9893,4.809,0.1,0.0024,vessel_0
53,2018-01-23,04:18,2018-01-22,22:18,7.3,1803RL,USHOU,USGUM,Arrival,0.0,0.0,54.0,Maneuvering,2324.9315,29.0,North,95.0,West,0.5,0.5,0.0,7.6,7.6,0.0,1.0,0.0,446.6517,7.3,195.1945,29.1746,0.6678,0.0146,vessel_0
58,2018-01-26,18:00,2018-01-26,12:00,0.8,1803RL,USHOU,USGUM,NoonRiver,0.0,0.0,1.0,Maneuvering,501.4178,29.0,North,95.0,West,0.1,0.1,0.0,0.6,0.6,0.0,0.1,0.0,3600.4587,0.3331,178.9514,2.5648,0.0543,0.0014,vessel_0
59,2018-01-27,00:00,2018-01-26,18:00,6.0,1803RL,USHOU,USGUM,BeginOfSeaPassage,0.0,0.0,50.0,Maneuvering,9200.0,29.0,North,94.0,West,0.2,0.2,0.0,10.9,10.9,0.0,0.8,0.0,197.8839,6.0,190.8815,38.1514,0.918,0.0214,vessel_0
60,2018-01-27,03:00,2018-01-26,21:00,3.0,1803RL,USHOU,USGUM,EndOfSeaPassage,0.0,0.0,38.5,Sailing,9863.0,28.0,North,94.0,West,0.0,0.0,0.0,5.7,5.7,0.0,0.3,0.0,193.049,3.0,200.4255,19.236,0.4726,0.0108,vessel_0
61,2018-01-27,04:00,2018-01-26,22:00,1.0,1803RL,USHOU,USGUM,StoppageArrival,0.0,0.0,3.1,Maneuvering,1700.0,28.0,North,94.0,West,0.1,0.1,0.0,0.3,0.3,0.0,0.1,0.0,353.6921,0.5,143.1611,1.603,0.0304,0.0009,vessel_0
64,2018-01-28,18:00,2018-01-28,12:00,1.3,1803RL,USHOU,USGUM,NoonRiver,0.0,0.0,3.0,Maneuvering,2000.0,28.0,North,94.0,West,0.2,0.2,0.0,0.3,0.3,0.0,0.2,0.0,300.6383,0.5,220.2478,2.2442,0.0368,0.0013,vessel_0
65,2018-01-28,20:36,2018-01-28,14:36,2.6,1803RL,USGUM,USGUM,Arrival,0.0,0.0,3.0,Maneuvering,1700.0,0.0,0,0.0,0,0.2,0.2,0.0,0.7,0.7,0.0,0.3,0.0,206.3204,2.0,192.7169,3.8472,0.0744,0.0022,vessel_0
67,2018-01-29,23:36,2018-01-29,17:36,5.6,1804L,USGUM,USPON,Arrival,0.0,0.0,15.0,Maneuvering,1416.6667,0.0,0,0.0,0,0.2,0.2,0.0,2.5,2.5,0.0,0.7,0.0,589.4869,3.0,208.7766,10.9004,0.2411,0.0061,vessel_0
69,2018-01-30,18:00,2018-01-30,12:00,2.7,1804L,USGUM,USPON,BeginOfSeaPassage,71297.17,0.6253,10.0,Maneuvering,1700.0,28.0,North,94.0,West,0.1,0.1,0.0,1.7,1.7,0.0,0.3,0.0,371.1584,2.7,185.5792,6.7326,0.1536,0.0038,vessel_0
70,2018-01-30,23:00,2018-01-30,17:00,5.0,1804L,USGUM,USPON,EndOfSeaPassage,71297.17,0.6253,64.0,Sailing,9200.0,29.0,North,93.0,West,0.0,0.0,0.0,8.9,8.9,0.0,0.5,0.0,193.8899,5.0,200.4255,30.1364,0.7397,0.0169,vessel_0
71,2018-01-31,01:12,2018-01-30,19:12,2.2,1804L,USGUM,USPON,StoppageArrival,71297.17,0.6253,16.0,Maneuvering,1968.4211,29.0,North,93.0,West,0.1,0.1,0.0,2.7,2.7,0.0,0.3,0.0,723.4612,1.9,227.7563,9.9386,0.2335,0.0056,vessel_0
76,2018-02-03,18:00,2018-02-03,12:00,3.8,1804L,USGUM,USPON,NoonRiver,71297.17,0.6253,27.0,Maneuvering,8337.1053,29.0,North,93.0,West,0.1,0.1,0.0,5.4,5.4,0.0,0.5,0.0,170.8118,3.8,219.7648,19.236,0.4607,0.0108,vessel_0
77,2018-02-03,22:54,2018-02-03,16:54,4.9,1804L,USPON,USBPT,Arrival,71297.17,0.6253,21.0,Maneuvering,8330.0,29.0,North,93.0,West,0.1,0.1,0.0,4.1,4.1,0.0,0.6,0.0,100.6621,4.9,204.5159,15.3888,0.3625,0.0086,vessel_0
82,2018-02-07,21:18,2018-02-07,15:18,3.3,1805RL,USBPT,"STS, Gola Lightering",Arrival,0.0,0.0,4.0,Maneuvering,1500.0,30.0,North,94.0,West,0.3,0.3,0.0,0.6,0.6,0.0,0.4,0.0,364.4101,1.1,202.45,4.1678,0.0728,0.0023,vessel_0
88,2018-02-12,02:42,2018-02-11,20:42,7.2,1805RL,USBPT,"STS, Gola Lightering",BeginOfSeaPassage,67533.48,0.5923,48.0,Maneuvering,1755.9722,29.0,North,93.0,West,0.2,0.2,0.0,9.9,9.9,0.0,0.9,0.0,784.7081,7.2,178.9514,35.266,0.8438,0.0198,vessel_0
89,2018-02-12,07:42,2018-02-12,01:42,5.0,1805RL,USBPT,"STS, Gola Lightering",EndOfSeaPassage,67533.48,0.5923,57.0,Sailing,9200.0,28.0,North,94.0,East,0.0,0.0,0.0,9.2,9.2,0.0,0.6,0.0,200.4255,5.0,240.5106,31.4188,0.7694,0.0176,vessel_0
90,2018-02-12,10:00,2018-02-12,04:00,2.3,1805RL,USBPT,"STS, Gola Lightering",StoppageArrival,67533.48,0.5923,6.0,Maneuvering,1500.0,28.0,North,94.0,West,0.3,0.3,0.0,0.9,0.9,0.0,0.3,0.0,261.4246,2.3,186.7319,4.809,0.0911,0.0027,vessel_0
93,2018-02-13,00:54,2018-02-12,18:54,6.9,1805RL,"STS, Gola Lightering","STS, Gola Lightering",ArrivalSTS,67533.48,0.5923,2.0,Maneuvering,1700.0,28.0,North,94.0,West,0.8,0.8,0.0,1.7,1.7,0.0,0.9,0.0,145.2359,6.9,217.8538,10.9004,0.1927,0.0061,vessel_0
95,2018-02-13,21:42,2018-02-13,15:42,3.7,1805RL,"STS, Gola Lightering","STS, Gola Lightering",StoppageArrival,0.0,0.0,8.2,Maneuvering,300.0,28.0,North,94.0,West,0.4,0.4,0.0,0.4,0.4,0.0,0.5,0.0,361.1271,3.7,193.4609,4.1678,0.0632,0.0023,vessel_0
99,2018-02-16,18:00,2018-02-16,12:00,8.3,1806L,"STS, Gola Lightering","STS, Gola Lightering",NoonRiver,0.0,0.0,61.0,Maneuvering,6000.0,28.0,North,93.0,West,1.3,1.3,0.0,8.2,8.2,0.0,1.1,0.0,165.009,8.3,189.7316,33.9836,0.7269,0.0191,vessel_0
100,2018-02-16,19:30,2018-02-16,13:30,1.5,1806L,"STS, Gola Lightering",USHOU,ArrivalSTS,0.0,0.0,3.0,Maneuvering,300.0,28.0,North,94.0,West,0.2,0.2,0.0,0.2,0.2,0.0,0.2,0.0,1336.1702,0.5,190.8815,1.9236,0.0288,0.0011,vessel_0
102,2018-02-17,13:00,2018-02-17,07:00,2.8,1806L,"STS, Gola Lightering",USHOU,BeginOfSeaPassage,74824.43,0.6562,3.6,Maneuvering,1600.0,28.0,North,93.0,West,0.4,0.4,0.0,0.9,0.9,0.0,0.4,0.0,201.3203,2.8,238.6018,5.4502,0.0975,0.0031,vessel_0
103,2018-02-17,18:00,2018-02-17,12:00,5.0,1806L,"STS, Gola Lightering",USHOU,EndOfSeaPassage,74824.43,0.6562,66.0,Sailing,9200.0,29.0,North,94.0,West,0.0,0.0,0.0,9.1,9.1,0.0,0.6,0.0,198.247,5.0,240.5106,31.0982,0.7614,0.0175,vessel_0
104,2018-02-17,19:18,2018-02-17,13:18,1.3,1806L,"STS, Gola Lightering",USHOU,StoppageArrival,74824.43,0.6562,7.0,Maneuvering,1600.0,29.0,North,94.0,West,0.1,0.1,0.0,1.2,1.2,0.0,0.2,0.0,578.1506,1.3,220.2478,4.809,0.108,0.0027,vessel_0
109,2018-02-21,18:00,2018-02-21,12:00,1.9,1806L,"STS, Gola Lightering",USHOU,NoonRiver,74824.43,0.6562,8.8,Maneuvering,1700.0,29.0,North,94.0,West,0.2,0.2,0.0,0.9,0.9,0.0,0.2,0.0,279.2306,1.9,150.6959,4.1678,0.0847,0.0023,vessel_0
110,2018-02-21,23:36,2018-02-21,17:36,5.6,1806L,USHOU,USXAS,Arrival,74824.43,0.6562,43.6,Maneuvering,5000.0,29.0,North,95.0,West,0.2,0.2,0.0,8.4,8.4,0.0,0.7,0.0,300.6383,5.6,178.9514,29.8158,0.7125,0.0167,vessel_0
113,2018-02-23,18:00,2018-02-23,12:00,1.4,1807RL,USHOU,USXAS,NoonRiver,0.0,0.0,5.0,Maneuvering,1700.0,29.0,North,95.0,West,0.1,0.1,0.0,0.7,0.7,0.0,0.2,0.0,294.7434,1.4,204.5159,3.206,0.068,0.0018,vessel_0
114,2018-02-23,22:18,2018-02-23,16:18,4.3,1807RL,USHOU,USXAS,BeginOfSeaPassage,0.0,0.0,45.0,Maneuvering,5900.0,29.0,North,95.0,West,0.0,0.0,0.0,7.3,7.3,0.0,0.5,0.0,288.3536,4.3,166.4664,25.0068,0.6118,0.014,vessel_0
115,2018-02-24,01:48,2018-02-23,19:48,3.5,1807RL,USHOU,USXAS,EndOfSeaPassage,0.0,0.0,52.0,Sailing,9200.0,28.0,North,95.0,West,0.0,0.0,0.0,6.1,6.1,0.0,0.4,0.0,189.8441,3.5,163.6127,20.839,0.5103,0.0117,vessel_0
116,2018-02-24,02:42,2018-02-23,20:42,0.9,1807RL,USHOU,USXAS,StoppageArrival,0.0,0.0,5.6,Maneuvering,1500.0,28.0,North,95.0,West,0.1,0.1,0.0,0.5,0.5,0.0,0.1,0.0,371.1584,0.9,159.0679,2.2442,0.0463,0.0013,vessel_0
118,2018-02-24,20:48,2018-02-24,14:48,2.8,1807RL,USXAS,USGUM,Arrival,0.0,0.0,10.0,Maneuvering,5000.0,0.0,0,0.0,0,0.3,0.3,0.0,1.2,1.2,0.0,0.3,0.0,185.0082,1.3,153.3869,5.7708,0.1151,0.0032,vessel_0
121,2018-02-26,07:00,2018-02-26,01:00,1.2,1807RL,USXAS,USGUM,BeginOfSeaPassage,62835.02,0.5511,7.0,Maneuvering,1700.0,28.0,North,95.0,West,0.1,0.1,0.0,1.3,1.3,0.0,0.1,0.0,638.6108,1.2,119.3009,4.809,0.1103,0.0027,vessel_0
122,2018-02-26,12:00,2018-02-26,06:00,5.0,1807RL,USXAS,USGUM,EndOfSeaPassage,62835.02,0.5511,62.0,Sailing,7500.0,28.0,North,94.0,West,0.0,0.0,0.0,6.8,6.8,0.0,0.6,0.0,181.7192,5.0,240.5106,23.7244,0.5776,0.0133,vessel_0
123,2018-02-26,13:48,2018-02-26,07:48,1.8,1807RL,USXAS,USGUM,StoppageArrival,62835.02,0.5511,5.0,Maneuvering,1700.0,28.0,North,94.0,West,0.1,0.1,0.0,1.7,1.7,0.0,0.2,0.0,556.7376,1.8,159.0679,6.412,0.1479,0.0036,vessel_0
130,2018-03-03,00:18,2018-03-02,18:18,4.0,1807RL,USGUM,USHOU,Arrival,62835.02,0.5511,2.0,Maneuvering,1500.0,0.0,0,0.0,0,0.4,0.4,0.0,0.9,0.9,0.0,0.5,0.0,150.3192,4.0,178.9514,5.7708,0.1032,0.0032,vessel_0
132,2018-03-03,20:18,2018-03-03,14:18,2.3,1808RL,USGLS,USHOU,BeginOfSeaPassage,0.0,0.0,2.0,Maneuvering,1200.0,28.0,North,94.0,West,0.3,0.3,0.0,0.7,0.7,0.0,0.3,0.0,254.1628,2.3,186.7319,4.1678,0.0751,0.0023,vessel_0
133,2018-03-04,00:00,2018-03-03,18:00,3.7,1808RL,USGLS,USHOU,EndOfSeaPassage,0.0,0.0,46.0,Sailing,9384.0541,29.0,North,94.0,West,0.0,0.0,0.0,6.4,6.4,0.0,0.4,0.0,184.7187,3.7,216.6763,21.8008,0.5342,0.0122,vessel_0
134,2018-03-04,01:42,2018-03-03,19:42,1.7,1808RL,USGLS,USHOU,StoppageArrival,0.0,0.0,9.3,Maneuvering,1700.0,29.0,North,94.0,West,0.1,0.1,0.0,1.4,1.4,0.0,0.2,0.0,485.4598,1.7,196.4956,5.4502,0.124,0.0031,vessel_0
139,2018-03-07,12:54,2018-03-07,06:54,7.4,1808RL,USHOU,USGUM,Arrival,0.0,0.0,52.0,Maneuvering,4000.0,29.0,North,95.0,West,0.2,0.2,0.0,9.3,9.3,0.0,0.9,0.0,314.8577,7.4,203.134,33.3424,0.7959,0.0187,vessel_0
143,2018-03-09,18:00,2018-03-09,12:00,5.5,1808RL,USHOU,USGUM,NoonRiver,310929.0,2.7269,47.0,Maneuvering,6010.0,29.0,North,94.0,West,0.4,0.4,0.0,4.7,4.7,0.0,0.6,0.0,142.4898,5.5,231.2602,18.2742,0.4125,0.0103,vessel_0
144,2018-03-09,18:30,2018-03-09,12:30,0.5,1808RL,USHOU,USGUM,BeginOfSeaPassage,310929.0,2.7269,5.0,Maneuvering,6010.0,29.0,North,94.0,West,0.05,0.05,0.0,0.4,0.4,0.0,0.06,0.0,133.3947,0.5,240.5106,1.6351,0.0357,0.0009,vessel_0
145,2018-03-10,15:36,2018-03-10,09:36,21.1,1808RL,USHOU,USGUM,EndOfSeaPassage,310929.0,2.7269,247.0,Sailing,7990.0,28.0,North,90.0,West,0.3,0.3,0.0,38.4,38.4,0.0,2.2,0.0,228.2575,21.1,288.7598,131.1254,3.196,0.0736,vessel_0
146,2018-03-10,18:00,2018-03-10,12:00,2.4,1808RL,USHOU,USGUM,NoonRiver,310929.0,2.7269,18.0,Maneuvering,2400.0,28.0,North,90.0,West,0.1,0.1,0.0,1.3,1.3,0.0,0.3,0.0,226.1746,2.4,250.5319,5.4502,0.1217,0.0031,vessel_0
147,2018-03-10,19:06,2018-03-10,13:06,1.1,1808RL,USHOU,USGUM,StoppageArrival,310929.0,2.7269,3.0,Maneuvering,1700.0,28.0,North,90.0,West,0.2,0.2,0.0,0.4,0.4,0.0,0.1,0.0,214.3589,1.1,182.205,2.2442,0.039,0.0013,vessel_0
151,2018-03-13,05:00,2018-03-12,23:00,5.8,1808RL,USGUM,MXCAT,Arrival,310929.0,2.7269,23.0,Maneuvering,1700.0,0.0,0,0.0,0,1.0,1.0,0.0,1.4,1.4,0.0,0.6,0.0,142.2899,5.8,129.5855,9.618,0.153,0.0054,vessel_0
154,2018-03-14,03:00,2018-03-13,21:00,3.0,1809,USGUM,MXCAT,BeginOfSeaPassage,0.0,0.0,4.0,Maneuvering,1700.0,28.0,North,90.0,West,0.3,0.3,0.0,0.9,0.9,0.0,0.3,0.0,177.3833,3.0,132.2595,4.809,0.0911,0.0021,vessel_0
155,2018-03-14,18:00,2018-03-14,12:00,15.0,1809,USGUM,MXCAT,NoonSea,0.0,0.0,182.9,Sailing,8710.0,25.0,North,92.0,West,0.0,0.0,0.0,24.6,24.6,0.9,1.5,0.0,195.7938,15.0,196.6333,86.7906,2.1289,0.0859,vessel_0
156,2018-03-15,18:00,2018-03-15,12:00,24.0,1809,USGUM,MXCAT,NoonSea,0.0,0.0,285.0,Sailing,7580.0,20.0,North,92.0,West,0.0,0.0,0.0,32.4,0.0,32.4,0.0,2.6,168.8441,24.0,123.863,108.99,2.7373,1.729,vessel_0
157,2018-03-16,02:00,2018-03-15,20:00,8.0,1809,USGUM,MXCAT,EndOfSeaPassage,0.0,0.0,85.0,Sailing,6180.0,20.0,North,92.0,West,0.0,0.0,0.0,7.9,0.0,7.9,0.0,0.9,151.4851,8.0,125.4743,27.4032,0.6826,0.4347,vessel_0
158,2018-03-16,03:30,2018-03-15,21:30,1.5,1809,USGUM,MXCAT,StoppageArrival,0.0,0.0,9.0,Maneuvering,1274.0,20.0,North,91.0,West,0.1,0.0,0.1,0.4,0.0,0.4,0.0,0.2,198.4361,1.5,140.4486,2.1798,0.0441,0.0346,vessel_0
162,2018-03-17,22:42,2018-03-17,16:42,4.7,1809,MXCAT,USDP5,Arrival,0.0,0.0,3.0,Maneuvering,1140.0,0.0,0,0.0,0,0.4,0.0,0.4,0.7,0.0,0.7,0.0,0.4,123.8559,4.7,126.0676,4.671,0.0815,0.0741,vessel_0
164,2018-03-18,18:00,2018-03-18,12:00,1.3,1809,MXCAT,USDP5,NoonRiver,520592.0,4.5657,2.0,Maneuvering,1500.0,20.0,North,92.0,West,0.1,0.0,0.1,0.4,0.0,0.4,0.0,0.11,194.4673,1.3,117.9673,1.8995,0.0389,0.0301,vessel_0
165,2018-03-18,19:30,2018-03-18,13:30,1.5,1809,MXCAT,USDP5,BeginOfSeaPassage,520592.0,4.5657,8.0,Maneuvering,1360.0,20.0,North,92.0,West,0.1,0.0,0.1,0.49,0.0,0.49,0.0,0.13,227.7127,1.5,120.8271,2.2421,0.0473,0.0356,vessel_0
166,2018-03-19,18:00,2018-03-19,12:00,22.5,1809,MXCAT,USDP5,NoonSea,520592.0,4.5657,273.0,Sailing,8832.9778,24.0,North,93.0,West,0.1,0.0,0.1,40.7,0.0,40.7,0.0,2.5,194.1449,22.5,122.4843,134.8362,3.3956,2.139,vessel_0
167,2018-03-20,18:00,2018-03-20,12:00,24.0,1809,MXCAT,USDP5,NoonSea,520592.0,4.5657,267.0,Sailing,6998.0,28.0,North,94.0,West,0.2,0.2,0.0,24.8,24.8,6.8,2.1,0.0,186.8085,24.0,168.9189,108.992,2.6634,0.4036,vessel_0
168,2018-03-20,20:00,2018-03-20,14:00,2.0,1809,MXCAT,USDP5,EndOfSeaPassage,520592.0,4.5657,20.0,Sailing,5240.0,28.0,North,94.0,West,0.0,0.0,0.0,2.5,2.5,0.0,0.2,0.0,239.7835,2.0,150.0257,8.6562,0.2112,0.0038,vessel_0
169,2018-03-20,22:24,2018-03-20,16:24,2.4,1809,MXCAT,USDP5,StoppageArrival,520592.0,4.5657,13.0,Maneuvering,1700.0,29.0,North,94.0,West,0.2,0.2,0.0,0.9,0.9,0.0,0.5,0.0,221.7292,2.4,275.5406,5.1296,0.1018,0.0022,vessel_0
183,2018-04-02,18:00,2018-04-02,12:00,7.5,1809,MXCAT,USDP5,NoonRiver,520592.0,4.5657,58.0,Maneuvering,9900.0,29.0,North,95.0,West,0.1,0.1,0.0,12.0,12.0,0.0,1.0,0.0,162.4521,7.5,148.9144,41.9986,1.0166,0.0183,vessel_0
184,2018-04-02,18:48,2018-04-02,12:48,0.8,1809,USDP5,USBPT,Arrival,520592.0,4.5657,0.5,Maneuvering,1700.0,0.0,0,0.0,0,0.1,0.1,0.0,0.3,0.3,0.0,0.1,0.0,221.7292,0.8,174.5091,1.603,0.0304,0.0007,vessel_0
187,2018-04-04,18:00,2018-04-04,12:00,5.6,1810RL,USDP5,USBPT,NoonRiver,0.0,0.0,48.0,Maneuvering,8800.0,29.0,North,94.0,West,0.9,0.9,0.0,8.1,8.1,0.0,0.8,0.0,165.217,5.6,287.1921,31.4188,0.6991,0.0137,vessel_0
188,2018-04-04,18:30,2018-04-04,12:30,0.5,1810RL,USDP5,USBPT,BeginOfSeaPassage,0.0,0.0,5.0,Maneuvering,9100.0,29.0,North,94.0,West,0.1,0.1,0.0,0.7,0.7,0.0,0.08,0.0,154.6419,0.5,321.6551,2.8213,0.0612,0.0012,vessel_0
189,2018-04-05,00:00,2018-04-04,19:00,5.5,1810RL,USDP5,USBPT,EndOfSeaPassage,0.0,0.0,64.0,Sailing,9500.0,29.0,North,93.0,West,0.0,0.0,0.0,12.4,12.4,0.0,0.9,0.0,238.5481,5.5,301.8535,42.6398,1.0422,0.0186,vessel_0
190,2018-04-05,01:12,2018-04-04,20:12,1.2,1810RL,USDP5,USBPT,StoppageArrival,0.0,0.0,6.0,Maneuvering,1700.0,29.0,North,93.0,West,0.2,0.2,0.0,0.9,0.9,0.0,0.1,0.0,443.4583,1.2,149.5792,3.8472,0.079,0.0017,vessel_0
192,2018-04-05,17:00,2018-04-05,12:00,2.5,1810RL,USDP5,USBPT,NoonRiver,0.0,0.0,14.0,Maneuvering,2630.0,29.0,North,93.0,West,0.2,0.2,0.0,2.9,2.9,0.0,0.4,0.0,443.3459,2.5,277.2889,11.221,0.2559,0.0049,vessel_0
193,2018-04-05,23:12,2018-04-05,18:12,6.2,1810RL,USBPT,USGUM,Arrival,0.0,0.0,55.0,Maneuvering,2800.0,30.0,North,94.0,West,0.1,0.1,0.0,6.6,6.6,0.0,0.9,0.0,382.1507,6.2,227.9877,24.3656,0.5794,0.0106,vessel_0
197,2018-04-08,17:00,2018-04-08,12:00,6.0,1810RL,USBPT,USGUM,NoonRiver,558649.85,4.8995,33.0,Maneuvering,8149.0,29.0,North,93.0,West,0.4,0.4,0.0,11.3,11.3,0.0,1.0,0.0,232.3076,6.0,239.3267,40.7162,0.9627,0.0178,vessel_0
198,2018-04-08,18:30,2018-04-08,13:30,1.5,1810RL,USBPT,USGUM,BeginOfSeaPassage,558649.85,4.8995,15.0,Maneuvering,9733.3333,29.0,North,93.0,West,0.0,0.0,0.0,3.4,3.4,0.0,0.2,0.0,234.0812,1.5,291.3543,11.5416,0.2831,0.005,vessel_0
