,Date_UTC,Time_UTC,Date_Local,Time_Local,Time_Since_Previous_Report,Voyage_Number,Voyage_From,Voyage_To,Event,Cargo_Mt,Cargo_Capacity_Usage,Distance,Mode,ME_1_Average_Load,Latitude_Degree,Latitude_North_South,Longitude_Degree,Longitude_East_West,Boiler_Consumption,Boiler_Consumption_MGO,Boiler_Consumption_HFO,ME_Consumption,ME_Consumption_MGO,ME_Consumption_HFO,AE_Consumption_MGO,AE_Consumption_HFO,ME_calculated_SFOC,ME_1_Running_Hours,AE_calculated_SFOC,CO2_Emitted,NOX_Emitted,SOX_Emitted,IMO
596,2018-10-08,04:00,2018-10-07,23:00,1.0,1829L,USGUM,USPGL,StoppageArrival,71376.08,0.626,6.0,Maneuvering,1700.0,30.0,North,88.0,West,0.1,0.1,0.0,0.8,0.8,0.0,0.1,0.0,471.3691,1.0,156.5093,3.206,0.0703,0.0017,vessel_0
598,2018-10-08,14:54,2018-10-08,09:54,4.4,1829L,USPGL,USPGL,Arrival,71376.08,0.626,23.0,Maneuvering,3500.0,30.0,North,88.0,West,0.3,0.3,0.0,3.6,3.6,0.0,0.6,0.0,234.1541,4.4,195.1284,14.427,0.3239,0.0077,vessel_0
601,2018-10-09,17:00,2018-10-09,12:00,19.3,1829L,USPGL,USPGL,NoonSea,71376.08,0.626,148.0,Maneuvering,6500.0,28.0,North,89.0,West,0.9,0.9,0.0,22.3,22.3,0.0,2.4,0.0,178.055,19.3,177.941,82.0736,1.925,0.0435,vessel_0
602,2018-10-10,17:00,2018-10-10,12:00,24.0,1829L,USPGL,USPGL,NoonSea,71376.08,0.626,150.0,Maneuvering,3500.0,28.0,North,88.0,West,1.9,1.9,0.0,19.1,19.1,0.0,3.2,0.0,227.7582,24.0,190.7922,77.5852,1.7218,0.0411,vessel_0
603,2018-10-11,15:06,2018-10-11,10:06,22.1,1829L,USPGL,USMSY,Arrival,71376.08,0.626,186.0,Maneuvering,5600.0,30.0,North,88.0,West,1.8,1.8,0.0,24.9,24.9,0.0,2.9,0.0,201.5297,22.1,187.7706,94.8976,2.1675,0.0503,vessel_0
607,2018-10-13,15:00,2018-10-13,10:00,3.2,1830,USPGL,USMSY,BeginOfSeaPassage,0.0,0.0,24.0,Maneuvering,5000.0,29.0,North,88.0,West,1.2,1.2,0.0,3.7,3.7,0.0,0.4,0.0,231.6337,3.2,156.5093,16.9918,0.3267,0.009,vessel_0
608,2018-10-13,17:00,2018-10-13,12:00,2.0,1830,USPGL,USMSY,NoonSea,0.0,0.0,25.0,Sailing,9500.0,29.0,North,88.0,West,1.4,1.4,0.0,3.5,3.5,0.0,0.3,0.0,184.5162,2.0,187.8111,16.6712,0.3064,0.0088,vessel_0
609,2018-10-13,22:00,2018-10-13,17:00,5.0,1830,USPGL,USMSY,EndOfSeaPassage,0.0,0.0,58.0,Sailing,7800.0,28.0,North,89.0,West,4.1,4.1,0.0,7.7,7.7,0.0,0.7,0.0,197.7635,5.0,175.2904,40.075,0.6835,0.0213,vessel_0
610,2018-10-14,17:00,2018-10-14,12:00,19.0,1830,USPGL,USMSY,NoonRiver,0.0,0.0,214.0,Maneuvering,7200.0,30.0,North,90.0,West,1.6,1.6,0.0,31.0,31.0,0.0,2.2,0.0,226.9842,19.0,193.3027,111.5688,2.6137,0.0592,vessel_0
611,2018-10-14,19:18,2018-10-14,14:18,2.3,1830,USMSY,USGUM,Arrival,0.0,0.0,0.3,Maneuvering,200.0,29.0,North,90.0,West,0.3,0.3,0.0,0.1,0.1,0.0,0.3,0.0,217.752,2.3,217.752,2.2442,0.0272,0.0012,vessel_0
614,2018-10-16,17:00,2018-10-16,12:00,7.0,1830,USMSY,USGUM,NoonRiver,69441.88,0.609,63.0,Maneuvering,7000.0,29.0,North,90.0,West,0.4,0.4,0.0,10.1,10.1,0.0,0.8,0.0,206.4645,7.0,163.5362,36.2278,0.8555,0.0192,vessel_0
615,2018-10-17,00:00,2018-10-16,19:00,7.0,1830,USMSY,USGUM,BeginOfSeaPassage,69441.88,0.609,77.0,Maneuvering,8500.0,28.0,North,89.0,West,0.0,0.0,0.0,12.7,12.7,0.0,0.8,0.0,213.7995,7.0,163.5362,43.281,1.0605,0.023,vessel_0
617,2018-10-17,03:36,2018-10-16,22:36,3.6,1830,USMSY,USGUM,EndOfSeaPassage,69441.88,0.609,44.0,Sailing,7000.0,28.0,North,89.0,West,0.0,0.0,0.0,4.8,4.8,0.0,0.4,0.0,190.7922,3.6,222.591,16.6712,0.4064,0.0088,vessel_0
618,2018-10-17,17:00,2018-10-17,12:00,13.4,1830,USMSY,USGUM,NoonStoppage,69441.88,0.609,0.0,Drifting,900.0,28.0,North,90.0,West,1.6,1.6,0.0,1.6,2.6,0.0,1.5,0.0,215.8105,13.4,160.1801,18.2742,0.3043,0.008,vessel_0
619,2018-10-18,17:00,2018-10-18,12:00,24.0,1830,USMSY,USGUM,NoonStoppage,69441.88,0.609,0.0,Drifting,1100.0,28.0,North,90.0,West,2.6,2.6,0.0,5.4,5.4,0.0,2.8,0.0,204.5495,24.0,166.67,34.6248,0.6091,0.0,vessel_0
621,2018-10-18,22:18,2018-10-18,17:18,5.3,1830,USMSY,USGUM,StoppageDeparture,69441.88,0.609,0.0,Drifting,900.0,28.0,North,90.0,West,0.6,0.6,0.0,0.8,0.8,0.0,0.6,0.0,167.7182,5.3,161.7283,6.412,0.1023,0.0,vessel_0
629,2018-10-25,17:00,2018-10-25,12:00,0.8,1830,USMSY,USGUM,NoonSea,69441.88,0.609,4.0,Maneuvering,3500.0,28.0,North,90.0,West,0.1,0.1,0.0,0.6,0.6,0.0,0.1,0.0,214.29,0.8,178.575,2.5648,0.0543,0.0,vessel_0
630,2018-10-26,03:24,2018-10-25,22:24,10.4,1830,USGUM,USGUM,Arrival,69441.88,0.609,44.0,Maneuvering,1800.0,0.0,0,0.0,0,1.1,1.1,0.0,4.3,4.3,0.0,1.4,0.0,229.7054,10.4,192.3115,21.8008,0.431,0.0,vessel_0
633,2018-10-27,01:54,2018-10-26,20:54,4.3,1830,USGUM,USGUM,StoppageArrival,0.0,0.0,7.0,Maneuvering,1143.0233,28.0,North,90.0,West,0.5,0.5,0.0,0.8,0.8,0.0,0.6,0.0,162.7703,4.3,199.3395,6.0914,0.1016,0.0,vessel_0
635,2018-10-27,15:18,2018-10-27,10:18,4.1,1830,USGUM,USBTR,Arrival,0.0,0.0,5.0,Maneuvering,2000.0,0.0,0,0.0,0,0.4,0.4,0.0,1.8,1.8,0.0,0.5,0.0,219.5166,4.1,174.2195,8.6562,0.1751,0.0,vessel_0
638,2018-10-28,08:48,2018-10-28,03:48,1.8,1831,USGUM,USBTR,BeginOfSeaPassage,73670.36,0.6461,7.0,Maneuvering,2000.0,28.0,North,90.0,West,0.2,0.2,0.0,0.8,0.8,0.0,0.2,0.0,222.2266,1.8,158.7333,3.8472,0.0767,0.0,vessel_0
639,2018-10-28,13:30,2018-10-28,08:30,4.7,1831,USGUM,USBTR,EndOfSeaPassage,73670.36,0.6461,48.0,Sailing,5500.0,28.0,North,89.0,West,0.0,0.0,0.0,5.9,5.9,0.0,0.6,0.0,228.2444,4.7,255.3242,20.839,0.5057,0.0,vessel_0
640,2018-10-28,17:00,2018-10-28,12:00,3.5,1831,USGUM,USBTR,NoonRiver,73670.36,0.6461,33.0,Maneuvering,8500.0,29.0,North,89.0,West,0.0,0.0,0.0,6.6,6.6,0.0,0.4,0.0,221.8532,3.5,190.48,22.442,0.5502,0.0,vessel_0
641,2018-10-29,07:00,2018-10-29,02:00,14.0,1831,USGUM,USBTR,StoppageArrival,73670.36,0.6461,146.0,Maneuvering,7500.0,29.0,North,90.0,West,0.2,0.2,0.0,24.2,24.2,0.0,1.8,0.0,230.4808,14.0,214.29,83.9972,2.0378,0.0,vessel_0
643,2018-10-29,17:00,2018-10-29,12:00,2.9,1831,USGUM,USBTR,NoonRiver,73670.36,0.6461,25.0,Maneuvering,6500.0,30.0,North,90.0,West,0.2,0.2,0.0,3.9,3.9,0.0,0.4,0.0,206.9007,2.9,229.8896,14.427,0.3358,0.0,vessel_0
644,2018-10-30,08:30,2018-10-30,03:30,15.5,1831,USBTR,USGUM,Arrival,73670.36,0.6461,85.0,Maneuvering,7500.0,30.0,North,91.0,West,3.0,3.0,0.0,20.2,20.2,0.0,1.9,0.0,173.7669,15.5,204.3051,80.4706,1.7432,0.0,vessel_0
650,2018-11-03,17:00,2018-11-03,12:00,5.7,1831,USBTR,USGUM,NoonRiver,0.0,0.0,48.0,Maneuvering,5000.0,30.0,North,90.0,West,0.2,0.2,0.0,6.5,6.5,0.0,0.7,0.0,228.0747,5.7,175.4421,23.7244,0.5607,0.0,vessel_0
651,2018-11-03,22:42,2018-11-03,17:42,5.7,1831,USBTR,USGUM,StoppageArrival,0.0,0.0,52.0,Maneuvering,6000.0,29.0,North,89.0,West,0.2,0.2,0.0,7.0,7.0,0.0,0.7,0.0,204.6824,5.7,175.4421,25.3274,0.6007,0.0,vessel_0
654,2018-11-05,05:12,2018-11-04,23:12,7.9,1832,USBTR,USGUM,BeginOfSeaPassage,0.0,0.0,84.0,Maneuvering,6500.0,28.0,North,89.0,West,0.2,0.2,0.0,12.0,12.0,0.0,1.0,0.0,233.695,7.9,180.8354,42.3192,1.0173,0.0,vessel_0
655,2018-11-05,11:00,2018-11-05,05:00,5.8,1832,USBTR,USGUM,EndOfSeaPassage,0.0,0.0,69.0,Sailing,8000.0,28.0,North,90.0,West,0.0,0.0,0.0,9.5,9.5,0.0,0.7,0.0,204.7455,5.8,172.4172,32.7012,0.7991,0.0,vessel_0
656,2018-11-05,14:54,2018-11-05,08:54,3.9,1832,USBTR,USGUM,StoppageArrival,0.0,0.0,12.0,Maneuvering,1500.0,28.0,North,90.0,West,0.4,0.4,0.0,1.1,1.1,0.0,0.5,0.0,188.0379,3.9,183.1538,6.412,0.1192,0.0,vessel_0
659,2018-11-06,06:30,2018-11-06,00:30,5.1,1832,USGUM,USLO9,Arrival,0.0,0.0,5.0,Maneuvering,1480.0,0.0,0,0.0,0,0.5,0.5,0.0,1.2,1.2,0.0,0.7,0.0,158.9857,5.1,196.0823,7.6944,0.1392,0.0,vessel_0
662,2018-11-07,03:48,2018-11-06,21:48,2.1,1832,USGUM,USLO9,BeginOfSeaPassage,74526.15,0.6536,4.0,Maneuvering,1700.0,28.0,North,90.0,West,0.3,0.3,0.0,0.7,0.7,0.0,0.3,0.0,196.0823,2.1,204.0857,4.1678,0.0751,0.0,vessel_0
663,2018-11-07,11:00,2018-11-07,05:00,7.2,1832,USGUM,USLO9,EndOfSeaPassage,74526.15,0.6536,77.0,Sailing,6200.0,28.0,North,89.0,West,0.0,0.0,0.0,9.7,9.7,0.0,0.9,0.0,217.2982,7.2,250.005,33.9836,0.8264,0.0,vessel_0
664,2018-11-07,13:30,2018-11-07,07:30,2.5,1832,USGUM,USLO9,StoppageArrival,74526.15,0.6536,10.0,Maneuvering,1700.0,28.0,North,89.0,West,0.2,0.2,0.0,0.9,0.9,0.0,0.3,0.0,211.7689,2.5,171.432,4.4884,0.0904,0.0,vessel_0
672,2018-11-12,16:06,2018-11-12,10:06,0.8,1832,USGUM,USLO9,BeginOfSeaPassage,74526.15,0.6536,2.0,Maneuvering,2500.0,28.0,North,89.0,West,0.1,0.1,0.0,0.4,0.4,0.0,0.1,0.0,200.004,0.8,178.575,1.9236,0.0384,0.0,vessel_0
673,2018-11-12,18:00,2018-11-12,12:00,1.9,1832,USGUM,USLO9,NoonSea,74526.15,0.6536,20.0,Sailing,8500.0,28.0,North,89.0,West,0.0,0.0,0.0,3.2,3.2,0.0,0.2,0.0,198.1464,1.9,175.4421,10.9004,0.2671,0.0,vessel_0
674,2018-11-12,19:00,2018-11-12,13:00,1.0,1832,USGUM,USLO9,EndOfSeaPassage,74526.15,0.6536,10.0,Sailing,7000.0,28.0,North,89.0,West,0.0,0.0,0.0,1.5,1.5,0.0,0.1,0.0,214.29,1.0,166.67,5.1296,0.1256,0.0,vessel_0
675,2018-11-12,20:18,2018-11-12,14:18,1.3,1832,USGUM,USLO9,StoppageArrival,74526.15,0.6536,6.0,Maneuvering,1700.0,28.0,North,89.0,West,0.1,0.1,0.0,0.4,0.4,0.0,0.2,0.0,180.9991,1.3,256.4154,2.2442,0.0441,0.0,vessel_0
679,2018-11-14,22:24,2018-11-14,16:24,3.8,1832,USLO9,USGUM,Arrival,74526.15,0.6536,13.0,Maneuvering,1700.0,0.0,0,0.0,0,0.5,0.5,0.0,1.5,1.5,0.0,0.5,0.0,232.2028,3.8,219.3026,8.015,0.1518,0.0,vessel_0
682,2018-11-16,07:54,2018-11-16,01:54,1.4,1833,USLO9,USGUM,BeginOfSeaPassage,0.0,0.0,4.0,Maneuvering,1800.0,28.0,North,89.0,West,0.2,0.2,0.0,0.6,0.6,0.0,0.2,0.0,238.1,1.4,204.0857,3.206,0.0607,0.0,vessel_0
683,2018-11-16,13:00,2018-11-16,07:00,5.1,1833,USLO9,USGUM,EndOfSeaPassage,0.0,0.0,60.0,Sailing,8000.0,28.0,North,90.0,West,0.0,0.0,0.0,7.4,7.4,0.0,0.7,0.0,181.3762,5.1,274.5153,25.9686,0.6312,0.0,vessel_0
684,2018-11-16,14:18,2018-11-16,08:18,1.3,1833,USLO9,USGUM,StoppageArrival,0.0,0.0,7.0,Maneuvering,3000.0,28.0,North,90.0,West,0.1,0.1,0.0,0.9,0.9,0.0,0.2,0.0,230.7738,1.3,219.7846,3.8472,0.084,0.0,vessel_0
687,2018-11-17,18:00,2018-11-17,12:00,2.1,1833,USLO9,USGUM,NoonRiver,0.0,0.0,12.0,Maneuvering,1900.0,28.0,North,90.0,West,0.3,0.3,0.0,0.9,0.9,0.0,0.3,0.0,225.5684,2.1,204.0857,4.809,0.0911,0.0,vessel_0
688,2018-11-17,21:12,2018-11-17,15:12,3.2,1833,USGUM,USHPY,Arrival,0.0,0.0,3.0,Maneuvering,1550.0,0.0,0,0.0,0,0.3,0.3,0.0,0.8,0.8,0.0,0.4,0.0,161.2935,3.2,178.575,4.809,0.0888,0.0,vessel_0
690,2018-11-18,17:24,2018-11-18,11:24,1.8,1833,USGUM,USHPY,BeginOfSeaPassage,75303.95,0.6604,5.0,Maneuvering,1700.0,28.0,North,90.0,West,0.1,0.1,0.0,0.7,0.7,0.0,0.2,0.0,228.7627,1.8,158.7333,3.206,0.068,0.0,vessel_0
691,2018-11-18,18:00,2018-11-18,12:00,0.6,1833,USGUM,USHPY,NoonSea,75303.95,0.6604,7.0,Sailing,7950.0,28.0,North,90.0,West,0.0,0.0,0.0,0.9,0.9,0.0,0.1,0.0,188.683,0.6,277.7833,3.206,0.0776,0.0,vessel_0
692,2018-11-19,15:06,2018-11-19,09:06,21.1,1833,USGUM,USHPY,EndOfSeaPassage,75303.95,0.6604,251.0,Sailing,8380.0,29.0,North,94.0,West,0.0,0.0,0.0,32.5,32.5,0.0,2.6,0.0,183.8085,21.1,246.4504,112.5306,2.7453,0.0,vessel_0
693,2018-11-19,16:54,2018-11-19,10:54,1.8,1833,USGUM,USHPY,StoppageArrival,75303.95,0.6604,11.0,Maneuvering,3500.0,29.0,North,94.0,West,0.1,0.1,0.0,1.4,1.4,0.0,0.2,0.0,222.2266,1.8,158.7333,5.4502,0.124,0.0,vessel_0
696,2018-11-20,18:00,2018-11-20,12:00,0.6,1833,USGUM,USHPY,NoonRiver,75303.95,0.6604,1.0,Maneuvering,1700.0,29.0,North,94.0,West,0.1,0.1,0.0,0.2,0.2,0.0,0.1,0.0,196.0823,0.6,277.7833,1.2824,0.0224,0.0,vessel_0
697,2018-11-20,23:54,2018-11-20,17:54,5.9,1833,USHPY,USGUM,Arrival,75303.95,0.6604,44.0,Maneuvering,6000.0,29.0,North,94.0,West,0.2,0.2,0.0,7.6,7.6,0.0,0.7,0.0,214.6935,5.9,197.744,27.251,0.6486,0.0,vessel_0
700,2018-11-22,13:30,2018-11-22,07:30,5.5,1833,USHPY,USGUM,StoppageArrival,0.0,0.0,7.0,Maneuvering,4000.0,29.0,North,94.0,West,0.3,0.3,0.0,5.2,5.2,0.0,0.7,0.0,236.3683,5.5,212.1254,19.8772,0.4575,0.0105,vessel_0
703,2018-11-23,13:48,2018-11-23,07:48,0.8,1834,USHPY,USGUM,BeginOfSeaPassage,0.0,0.0,2.5,Maneuvering,3000.0,29.0,North,94.0,West,0.1,0.1,0.0,0.5,0.5,0.0,0.1,0.0,208.3375,0.8,208.3375,2.2442,0.0463,0.0012,vessel_0
704,2018-11-23,18:00,2018-11-23,12:00,4.2,1834,USHPY,USGUM,EndOfSeaPassage,0.0,0.0,50.0,Sailing,8400.0,28.0,North,94.0,West,0.0,0.0,0.0,7.5,7.5,0.0,0.5,0.0,212.5893,4.2,238.1,25.648,0.6278,0.0136,vessel_0
706,2018-11-23,18:36,2018-11-23,12:36,0.6,1834,USHPY,USGUM,StoppageArrival,0.0,0.0,4.0,Maneuvering,3000.0,28.0,North,94.0,West,0.1,0.1,0.0,0.4,0.4,0.0,0.1,0.0,222.2266,0.6,277.7833,1.9236,0.0384,0.001,vessel_0
707,2018-11-24,02:18,2018-11-23,20:18,7.7,1834,USHPY,USGUM,StoppageDeparture,0.0,0.0,0.0,Drifting,500.0,28.0,North,94.0,West,0.8,0.8,0.0,0.8,0.8,0.0,1.0,0.0,207.7963,7.7,216.4545,8.3356,0.1265,0.0044,vessel_0
708,2018-11-24,06:48,2018-11-24,00:48,4.5,1834,USGUM,USBTR,Arrival,0.0,0.0,4.0,Maneuvering,1400.0,0.0,0,0.0,0,0.5,0.5,0.0,1.0,1.0,0.0,0.6,0.0,158.7333,4.5,190.48,6.7326,0.1176,0.0036,vessel_0
711,2018-11-25,06:36,2018-11-25,00:36,4.7,1834,USGUM,USBTR,BeginOfSeaPassage,73563.54,0.6452,20.0,Maneuvering,2500.0,28.0,North,94.0,West,3.5,3.5,0.0,2.6,2.6,0.0,0.6,0.0,221.281,4.7,212.7702,21.4802,0.2661,0.0114,vessel_0
712,2018-11-25,18:00,2018-11-25,12:00,11.4,1834,USGUM,USBTR,NoonSea,73563.54,0.6452,138.0,Sailing,8700.0,27.0,North,92.0,West,14.3,14.3,0.0,19.5,19.5,0.0,1.7,0.0,196.6161,11.4,213.0368,113.813,1.7537,0.0604,vessel_0
713,2018-11-26,11:24,2018-11-26,05:24,17.4,1834,USGUM,USBTR,EndOfSeaPassage,73563.54,0.6452,203.0,Sailing,7950.0,28.0,North,89.0,West,22.1,22.1,0.0,29.1,29.1,0.0,2.7,0.0,210.3707,17.4,242.4617,172.8034,2.6316,0.0916,vessel_0
714,2018-11-26,18:00,2018-11-26,12:00,6.6,1834,USGUM,USBTR,NoonRiver,73563.54,0.6452,50.0,Maneuvering,9000.0,29.0,North,89.0,West,5.7,5.7,0.0,14.0,14.0,0.0,1.0,0.0,235.6949,6.6,216.4545,66.3642,1.215,0.0352,vessel_0
715,2018-11-27,00:00,2018-11-26,18:00,6.0,1834,USGUM,USBTR,StoppageArrival,73563.54,0.6452,40.0,Maneuvering,7500.0,29.0,North,90.0,West,2.9,2.9,0.0,10.3,10.3,0.0,0.8,0.0,228.8934,6.0,190.48,44.884,0.8887,0.0238,vessel_0
717,2018-11-27,18:00,2018-11-27,12:00,8.7,1834,USGUM,USBTR,NoonRiver,73563.54,0.6452,56.0,Maneuvering,6500.0,30.0,North,90.0,West,3.4,3.4,0.0,13.2,13.2,0.0,1.2,0.0,233.4264,8.7,197.0483,58.0286,1.1467,0.0308,vessel_0
718,2018-11-28,09:36,2018-11-28,03:36,15.6,1834,USBTR,USGUM,Arrival,73563.54,0.6452,143.0,Maneuvering,6000.0,30.0,North,91.0,West,5.5,5.5,0.0,21.8,21.8,0.0,2.0,0.0,232.9106,15.6,183.1538,93.9358,1.894,0.0498,vessel_0
723,2018-12-01,18:00,2018-12-01,12:00,2.6,1834,USBTR,USGUM,NoonRiver,0.0,0.0,31.0,Maneuvering,5000.0,30.0,North,91.0,West,0.2,0.2,0.0,2.8,2.8,0.0,0.3,0.0,215.3889,2.6,164.8384,10.5798,0.2422,0.0056,vessel_0
724,2018-12-02,04:06,2018-12-01,22:06,10.1,1834,USBTR,USGUM,StoppageArrival,0.0,0.0,120.0,Maneuvering,5600.0,29.0,North,89.0,West,0.5,0.5,0.0,11.6,11.6,0.0,1.1,0.0,205.096,10.1,217.8261,42.3192,0.9931,0.0098,vessel_0
726,2018-12-02,18:00,2018-12-02,12:00,3.3,1834,USBTR,USGUM,NoonRiver,0.0,0.0,42.0,Maneuvering,7000.0,29.0,North,89.0,West,0.0,0.0,0.0,4.7,4.7,0.0,0.5,0.0,203.4673,3.3,252.5303,16.6712,0.4041,0.0038,vessel_0
727,2018-12-02,21:18,2018-12-02,15:18,3.3,1835L,USBTR,USGUM,BeginOfSeaPassage,0.0,0.0,40.0,Maneuvering,8822.1212,28.0,North,89.0,West,0.1,0.1,0.0,5.7,5.7,0.0,0.5,0.0,195.7927,3.3,252.5303,20.1978,0.4847,0.0047,vessel_0
728,2018-12-03,18:00,2018-12-03,12:00,20.7,1835L,USBTR,USGUM,NoonSea,0.0,0.0,254.0,Sailing,9114.9758,28.0,North,93.0,West,0.0,0.0,0.0,33.7,33.7,0.0,3.1,0.0,178.6128,20.7,272.2935,117.9808,2.8697,0.0272,vessel_0
729,2018-12-03,21:42,2018-12-03,15:42,3.7,1835L,USBTR,USGUM,EndOfSeaPassage,0.0,0.0,46.0,Sailing,9115.1351,28.0,North,94.0,West,0.3,0.3,0.0,6.3,6.3,0.0,0.5,0.0,186.8032,3.7,225.2297,22.7626,0.534,0.0053,vessel_0
730,2018-12-04,00:00,2018-12-03,18:00,2.3,1835L,USBTR,USGUM,StoppageArrival,0.0,0.0,22.0,Maneuvering,4653.913,28.0,North,94.0,West,0.4,0.4,0.0,2.57,2.57,0.0,0.33,0.0,240.1019,2.3,239.1352,10.5798,0.2269,0.0024,vessel_0
733,2018-12-05,06:36,2018-12-05,00:36,8.1,1835L,USGUM,USHOU,Arrival,0.0,0.0,30.0,Maneuvering,1700.0,0.0,0,0.0,0,0.6,0.6,0.0,2.8,2.8,0.0,1.0,0.0,203.3446,8.1,205.7654,14.1064,0.2849,0.0033,vessel_0
736,2018-12-06,02:00,2018-12-05,20:00,4.4,1835L,USGUM,USHOU,BeginOfSeaPassage,51276.72,0.4497,14.0,Maneuvering,2181.8182,28.0,North,94.0,West,0.4,0.4,0.0,2.0,2.0,0.0,0.5,0.0,208.3375,4.4,284.0966,9.2974,0.1911,0.0021,vessel_0
737,2018-12-06,05:00,2018-12-05,23:00,3.0,1835L,USGUM,USHOU,EndOfSeaPassage,51276.72,0.4497,35.0,Sailing,7950.0,24.0,North,94.0,West,0.0,0.0,0.0,5.4,5.4,0.0,0.5,0.0,226.4196,3.0,277.7833,18.9154,0.46,0.0044,vessel_0
738,2018-12-06,07:30,2018-12-06,01:30,2.5,1835L,USGUM,USHOU,StoppageArrival,51276.72,0.4497,17.0,Maneuvering,6500.0,29.0,North,94.0,West,0.1,0.1,0.0,2.1,2.1,0.0,0.4,0.0,215.3889,1.5,277.7833,8.3356,0.1913,0.0019,vessel_0
743,2018-12-09,18:00,2018-12-09,12:00,6.0,1835L,USGUM,USHOU,NoonRiver,51276.72,0.4497,43.0,Maneuvering,7444.0,29.0,North,95.0,West,0.3,0.3,0.0,10.5,10.5,0.0,0.8,0.0,235.0933,6.0,266.672,37.1896,0.8867,0.0086,vessel_0
744,2018-12-09,20:06,2018-12-09,14:06,2.1,1835L,USHOU,USMSY,Arrival,51276.72,0.4497,11.0,Maneuvering,3710.0,29.0,North,95.0,West,0.1,0.1,0.0,1.3,1.3,0.0,0.3,0.0,166.8625,2.1,238.1,5.4502,0.1217,0.0013,vessel_0
747,2018-12-11,09:42,2018-12-11,03:42,5.0,1835L,USHOU,USMSY,StoppageArrival,0.0,0.0,36.0,Maneuvering,5500.0,29.0,North,94.0,West,0.1,0.1,0.0,5.6,5.6,0.0,0.6,0.0,203.6404,5.0,179.3222,20.1978,0.4824,0.0047,vessel_0
750,2018-12-12,00:30,2018-12-11,18:30,2.1,1836,USHOU,USMSY,BeginOfSeaPassage,0.0,0.0,16.0,Maneuvering,6500.0,29.0,North,94.0,West,0.0,0.0,0.0,2.4,2.4,0.0,0.3,0.0,175.8277,2.1,285.72,8.6562,0.2089,0.002,vessel_0
751,2018-12-12,18:00,2018-12-12,12:00,17.5,1836,USHOU,USMSY,NoonSea,0.0,0.0,214.0,Sailing,9034.9714,27.0,North,91.0,West,0.0,0.0,0.0,29.1,29.1,0.0,2.4,0.0,184.0504,17.5,271.9601,100.989,2.4622,0.0233,vessel_0
752,2018-12-13,02:24,2018-12-12,20:24,8.4,1836,USHOU,USMSY,EndOfSeaPassage,0.0,0.0,97.0,Sailing,7740.0,28.0,North,89.0,West,0.1,0.1,0.0,13.7,13.7,0.0,1.0,0.0,210.7216,8.4,231.2719,47.4488,1.1525,0.011,vessel_0
753,2018-12-13,18:00,2018-12-13,12:00,15.6,1836,USHOU,USMSY,NoonRiver,0.0,0.0,144.0,Maneuvering,7100.0,29.0,North,90.0,West,0.5,0.5,0.0,25.7,25.7,0.0,2.0,0.0,232.0378,15.6,256.4154,90.4092,2.1712,0.0209,vessel_0
754,2018-12-13,21:06,2018-12-13,15:06,3.1,1836,USHOU,USMSY,StoppageArrival,0.0,0.0,21.0,Maneuvering,7327.0968,30.0,North,90.0,West,0.0,0.0,0.0,4.2,4.2,0.0,0.4,0.0,184.9117,3.1,258.0697,14.7476,0.3584,0.0034,vessel_0
757,2018-12-15,00:00,2018-12-14,18:00,2.5,1836,USMSY,USMSY,Arrival,0.0,0.0,7.0,Maneuvering,2526.0,29.0,North,90.0,West,0.2,0.2,0.0,0.9,0.9,0.0,0.4,0.0,142.5207,2.5,228.576,4.809,0.0961,0.0011,vessel_0
760,2018-12-16,18:00,2018-12-16,12:00,5.0,1836,USMSY,USMSY,NoonRiver,69522.38,0.6097,58.0,Maneuvering,7180.0,29.0,North,90.0,West,0.2,0.2,0.0,6.6,6.6,0.0,0.6,0.0,183.8477,5.0,240.0048,23.7244,0.563,0.0055,vessel_0
761,2018-12-17,02:12,2018-12-16,20:12,8.2,1837,USMSY,USMSY,BeginOfSeaPassage,69522.38,0.6097,99.0,Maneuvering,7160.0,28.0,North,89.0,West,0.3,0.3,0.0,12.8,12.8,0.0,1.0,0.0,218.0177,8.2,243.9073,45.2046,1.0819,0.0104,vessel_0
762,2018-12-17,08:24,2018-12-17,02:24,6.2,1837,USMSY,USMSY,EndOfSeaPassage,69522.38,0.6097,74.0,Sailing,8950.0,28.0,North,90.0,West,0.1,0.1,0.0,10.2,10.2,0.0,0.8,0.0,183.8206,6.2,275.4876,35.5866,0.8614,0.0082,vessel_0
763,2018-12-17,14:54,2018-12-17,08:54,6.5,1837,USMSY,USMSY,StoppageArrival,69522.38,0.6097,21.0,Maneuvering,1650.0,28.0,North,89.0,West,1.0,1.0,0.0,1.3,1.3,0.0,0.8,0.0,121.2145,6.5,246.1587,9.9386,0.1564,0.0023,vessel_0
764,2018-12-18,13:48,2018-12-18,07:48,22.9,1837,USMSY,USMSY,BeginOfSeaPassage,69522.38,0.6097,15.0,Anchoring,1200.0,28.0,North,90.0,West,0.4,0.4,0.0,0.6,0.6,0.0,0.3,0.0,178.575,2.8,214.29,4.1678,0.0678,0.001,vessel_0
765,2018-12-18,18:00,2018-12-18,12:00,4.2,1837,USMSY,USMSY,NoonSea,69522.38,0.6097,50.0,Sailing,8855.0,20.0,North,89.0,West,0.0,0.0,0.0,6.6,6.6,0.0,0.5,0.0,177.4658,4.2,228.315,22.7626,0.5559,0.0053,vessel_0
